,Measurement Basis,TT,TR,RT,RR
0,H,36940,39545,40999,34132
1,D,34665,42773,22658,48978
2,R,70856,535,82091,5472
3,V,34043,43575,45525,32091
4,A,35616,40758,64654,17400
5,L,312,82048,6496,60516
