Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,6083,144564,10540,125890,16623,270454
1,D,75452,74589,78883,76253,154335,150842
2,R,102988,46885,125692,39387,228680,86272
3,V,140923,6308,167891,6926,308814,13234
4,A,71684,78080,102498,56491,174182,134571
5,L,45685,106018,61209,90878,106894,196896
