,Measurement Basis,TT,TR,RT,RR
0,H,84220,16627,116293,15497
1,D,66034,38732,65013,54961
2,R,78632,23756,109112,20294
3,V,14256,99723,19553,88541
4,A,31401,79153,65136,55009
5,L,19315,93128,20268,89325
