detector_a_name,detector_b_name,tomography_setting_t,tomography_setting_r,repetition,coincidences,timestamp
9,12,H,H,0,1,2025-05-30--12h-17m-53s-657671
9,11,H,H,0,0,2025-05-30--12h-17m-53s-657671
9,10,H,H,0,0,2025-05-30--12h-17m-53s-657671
11,12,H,H,0,0,2025-05-30--12h-17m-53s-657671
10,12,H,H,0,0,2025-05-30--12h-17m-53s-657671
10,11,H,H,0,0,2025-05-30--12h-17m-53s-657671
1,9,H,H,0,0,2025-05-30--12h-17m-53s-657671
1,12,H,H,0,0,2025-05-30--12h-17m-53s-657671
1,11,H,H,0,0,2025-05-30--12h-17m-53s-657671
1,10,H,H,0,0,2025-05-30--12h-17m-53s-657671
1,4,H,H,0,0,2025-05-30--12h-17m-53s-657671
1,7,H,H,0,0,2025-05-30--12h-17m-53s-657671
1,2,H,H,0,0,2025-05-30--12h-17m-53s-657671
4,9,H,H,0,0,2025-05-30--12h-17m-53s-657671
4,12,H,H,0,0,2025-05-30--12h-17m-53s-657671
4,11,H,H,0,0,2025-05-30--12h-17m-53s-657671
4,10,H,H,0,0,2025-05-30--12h-17m-53s-657671
4,7,H,H,0,0,2025-05-30--12h-17m-53s-657671
7,9,H,H,0,0,2025-05-30--12h-17m-53s-657671
7,12,H,H,0,0,2025-05-30--12h-17m-53s-657671
7,11,H,H,0,0,2025-05-30--12h-17m-53s-657671
7,10,H,H,0,0,2025-05-30--12h-17m-53s-657671
2,9,H,H,0,0,2025-05-30--12h-17m-53s-657671
2,12,H,H,0,0,2025-05-30--12h-17m-53s-657671
2,11,H,H,0,0,2025-05-30--12h-17m-53s-657671
2,10,H,H,0,0,2025-05-30--12h-17m-53s-657671
2,4,H,H,0,0,2025-05-30--12h-17m-53s-657671
2,7,H,H,0,0,2025-05-30--12h-17m-53s-657671
9,12,H,H,1,0,2025-05-30--12h-17m-53s-683750
9,11,H,H,1,0,2025-05-30--12h-17m-53s-683750
9,10,H,H,1,0,2025-05-30--12h-17m-53s-683750
11,12,H,H,1,0,2025-05-30--12h-17m-53s-683750
10,12,H,H,1,0,2025-05-30--12h-17m-53s-683750
10,11,H,H,1,0,2025-05-30--12h-17m-53s-683750
1,9,H,H,1,0,2025-05-30--12h-17m-53s-683750
1,12,H,H,1,0,2025-05-30--12h-17m-53s-683750
1,11,H,H,1,0,2025-05-30--12h-17m-53s-683750
1,10,H,H,1,0,2025-05-30--12h-17m-53s-683750
1,4,H,H,1,1,2025-05-30--12h-17m-53s-683750
1,7,H,H,1,0,2025-05-30--12h-17m-53s-683750
1,2,H,H,1,0,2025-05-30--12h-17m-53s-683750
4,9,H,H,1,0,2025-05-30--12h-17m-53s-683750
4,12,H,H,1,0,2025-05-30--12h-17m-53s-683750
4,11,H,H,1,0,2025-05-30--12h-17m-53s-683750
4,10,H,H,1,0,2025-05-30--12h-17m-53s-683750
4,7,H,H,1,0,2025-05-30--12h-17m-53s-683750
7,9,H,H,1,0,2025-05-30--12h-17m-53s-683750
7,12,H,H,1,0,2025-05-30--12h-17m-53s-683750
7,11,H,H,1,0,2025-05-30--12h-17m-53s-683750
7,10,H,H,1,0,2025-05-30--12h-17m-53s-683750
2,9,H,H,1,0,2025-05-30--12h-17m-53s-683750
2,12,H,H,1,0,2025-05-30--12h-17m-53s-683750
2,11,H,H,1,0,2025-05-30--12h-17m-53s-683750
2,10,H,H,1,0,2025-05-30--12h-17m-53s-683750
2,4,H,H,1,0,2025-05-30--12h-17m-53s-683750
2,7,H,H,1,0,2025-05-30--12h-17m-53s-683750
9,12,H,H,2,1,2025-05-30--12h-17m-53s-705045
9,11,H,H,2,0,2025-05-30--12h-17m-53s-705045
9,10,H,H,2,0,2025-05-30--12h-17m-53s-705045
11,12,H,H,2,0,2025-05-30--12h-17m-53s-705045
10,12,H,H,2,0,2025-05-30--12h-17m-53s-705045
10,11,H,H,2,0,2025-05-30--12h-17m-53s-705045
1,9,H,H,2,0,2025-05-30--12h-17m-53s-705045
1,12,H,H,2,0,2025-05-30--12h-17m-53s-705045
1,11,H,H,2,0,2025-05-30--12h-17m-53s-705045
1,10,H,H,2,0,2025-05-30--12h-17m-53s-705045
1,4,H,H,2,0,2025-05-30--12h-17m-53s-705045
1,7,H,H,2,0,2025-05-30--12h-17m-53s-705045
1,2,H,H,2,0,2025-05-30--12h-17m-53s-705045
4,9,H,H,2,0,2025-05-30--12h-17m-53s-705045
4,12,H,H,2,0,2025-05-30--12h-17m-53s-705045
4,11,H,H,2,0,2025-05-30--12h-17m-53s-705045
4,10,H,H,2,0,2025-05-30--12h-17m-53s-705045
4,7,H,H,2,0,2025-05-30--12h-17m-53s-705045
7,9,H,H,2,0,2025-05-30--12h-17m-53s-705045
7,12,H,H,2,0,2025-05-30--12h-17m-53s-705045
7,11,H,H,2,0,2025-05-30--12h-17m-53s-705045
7,10,H,H,2,0,2025-05-30--12h-17m-53s-705045
2,9,H,H,2,0,2025-05-30--12h-17m-53s-705045
2,12,H,H,2,0,2025-05-30--12h-17m-53s-705045
2,11,H,H,2,0,2025-05-30--12h-17m-53s-705045
2,10,H,H,2,0,2025-05-30--12h-17m-53s-705045
2,4,H,H,2,0,2025-05-30--12h-17m-53s-705045
2,7,H,H,2,0,2025-05-30--12h-17m-53s-705045
9,12,H,H,3,0,2025-05-30--12h-17m-53s-724596
9,11,H,H,3,0,2025-05-30--12h-17m-53s-724596
9,10,H,H,3,0,2025-05-30--12h-17m-53s-724596
11,12,H,H,3,0,2025-05-30--12h-17m-53s-724596
10,12,H,H,3,0,2025-05-30--12h-17m-53s-724596
10,11,H,H,3,0,2025-05-30--12h-17m-53s-724596
1,9,H,H,3,0,2025-05-30--12h-17m-53s-724596
1,12,H,H,3,0,2025-05-30--12h-17m-53s-724596
1,11,H,H,3,0,2025-05-30--12h-17m-53s-724596
1,10,H,H,3,0,2025-05-30--12h-17m-53s-724596
1,4,H,H,3,0,2025-05-30--12h-17m-53s-724596
1,7,H,H,3,0,2025-05-30--12h-17m-53s-724596
1,2,H,H,3,0,2025-05-30--12h-17m-53s-724596
4,9,H,H,3,0,2025-05-30--12h-17m-53s-724596
4,12,H,H,3,0,2025-05-30--12h-17m-53s-724596
4,11,H,H,3,0,2025-05-30--12h-17m-53s-724596
4,10,H,H,3,0,2025-05-30--12h-17m-53s-724596
4,7,H,H,3,0,2025-05-30--12h-17m-53s-724596
7,9,H,H,3,0,2025-05-30--12h-17m-53s-724596
7,12,H,H,3,0,2025-05-30--12h-17m-53s-724596
7,11,H,H,3,0,2025-05-30--12h-17m-53s-724596
7,10,H,H,3,0,2025-05-30--12h-17m-53s-724596
2,9,H,H,3,0,2025-05-30--12h-17m-53s-724596
2,12,H,H,3,0,2025-05-30--12h-17m-53s-724596
2,11,H,H,3,0,2025-05-30--12h-17m-53s-724596
2,10,H,H,3,0,2025-05-30--12h-17m-53s-724596
2,4,H,H,3,0,2025-05-30--12h-17m-53s-724596
2,7,H,H,3,0,2025-05-30--12h-17m-53s-724596
9,12,H,H,4,0,2025-05-30--12h-17m-53s-743819
9,11,H,H,4,0,2025-05-30--12h-17m-53s-743819
9,10,H,H,4,0,2025-05-30--12h-17m-53s-743819
11,12,H,H,4,0,2025-05-30--12h-17m-53s-743819
10,12,H,H,4,0,2025-05-30--12h-17m-53s-743819
10,11,H,H,4,0,2025-05-30--12h-17m-53s-743819
1,9,H,H,4,0,2025-05-30--12h-17m-53s-743819
1,12,H,H,4,0,2025-05-30--12h-17m-53s-743819
1,11,H,H,4,0,2025-05-30--12h-17m-53s-743819
1,10,H,H,4,0,2025-05-30--12h-17m-53s-743819
1,4,H,H,4,0,2025-05-30--12h-17m-53s-743819
1,7,H,H,4,0,2025-05-30--12h-17m-53s-743819
1,2,H,H,4,0,2025-05-30--12h-17m-53s-743819
4,9,H,H,4,0,2025-05-30--12h-17m-53s-743819
4,12,H,H,4,0,2025-05-30--12h-17m-53s-743819
4,11,H,H,4,0,2025-05-30--12h-17m-53s-743819
4,10,H,H,4,0,2025-05-30--12h-17m-53s-743819
4,7,H,H,4,0,2025-05-30--12h-17m-53s-743819
7,9,H,H,4,0,2025-05-30--12h-17m-53s-743819
7,12,H,H,4,0,2025-05-30--12h-17m-53s-743819
7,11,H,H,4,0,2025-05-30--12h-17m-53s-743819
7,10,H,H,4,0,2025-05-30--12h-17m-53s-743819
2,9,H,H,4,0,2025-05-30--12h-17m-53s-743819
2,12,H,H,4,0,2025-05-30--12h-17m-53s-743819
2,11,H,H,4,0,2025-05-30--12h-17m-53s-743819
2,10,H,H,4,0,2025-05-30--12h-17m-53s-743819
2,4,H,H,4,0,2025-05-30--12h-17m-53s-743819
2,7,H,H,4,0,2025-05-30--12h-17m-53s-743819
9,12,H,H,5,0,2025-05-30--12h-17m-53s-763953
9,11,H,H,5,0,2025-05-30--12h-17m-53s-763953
9,10,H,H,5,0,2025-05-30--12h-17m-53s-763953
11,12,H,H,5,0,2025-05-30--12h-17m-53s-763953
10,12,H,H,5,0,2025-05-30--12h-17m-53s-763953
10,11,H,H,5,0,2025-05-30--12h-17m-53s-763953
1,9,H,H,5,0,2025-05-30--12h-17m-53s-763953
1,12,H,H,5,0,2025-05-30--12h-17m-53s-763953
1,11,H,H,5,0,2025-05-30--12h-17m-53s-763953
1,10,H,H,5,0,2025-05-30--12h-17m-53s-763953
1,4,H,H,5,0,2025-05-30--12h-17m-53s-763953
1,7,H,H,5,0,2025-05-30--12h-17m-53s-763953
1,2,H,H,5,0,2025-05-30--12h-17m-53s-763953
4,9,H,H,5,0,2025-05-30--12h-17m-53s-763953
4,12,H,H,5,0,2025-05-30--12h-17m-53s-763953
4,11,H,H,5,0,2025-05-30--12h-17m-53s-763953
4,10,H,H,5,0,2025-05-30--12h-17m-53s-763953
4,7,H,H,5,0,2025-05-30--12h-17m-53s-763953
7,9,H,H,5,0,2025-05-30--12h-17m-53s-763953
7,12,H,H,5,0,2025-05-30--12h-17m-53s-763953
7,11,H,H,5,0,2025-05-30--12h-17m-53s-763953
7,10,H,H,5,0,2025-05-30--12h-17m-53s-763953
2,9,H,H,5,0,2025-05-30--12h-17m-53s-763953
2,12,H,H,5,0,2025-05-30--12h-17m-53s-763953
2,11,H,H,5,0,2025-05-30--12h-17m-53s-763953
2,10,H,H,5,0,2025-05-30--12h-17m-53s-763953
2,4,H,H,5,0,2025-05-30--12h-17m-53s-763953
2,7,H,H,5,0,2025-05-30--12h-17m-53s-763953
