,Measurement Basis,TT,TR,RT,RR
0,H,82165,18121,114580,16235
1,D,72395,31989,74040,48013
2,R,75895,27641,110049,20133
3,V,15507,97802,21768,87187
4,A,25683,86391,56623,62128
5,L,22133,90247,19937,90335
