,Measurement Basis,TT,TR,RT,RR
0,H,49768,59182,68497,51253
1,D,74511,30670,67693,53469
2,R,94015,8175,134520,1334
3,V,49817,59584,67213,53324
4,A,24904,88990,66858,54965
5,L,6564,111020,549,107155
