theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,power,temperature
2.617993877991494,0.7853981633974483,39.452281054538474,75.38192230384736,-34.288888024556776,-79.97642916001,90,10,32.7C
