detector_a_name,detector_b_name,estimation_label,tomography_setting_a,tomography_setting_b,repetition,coincidences,timestamp
11,12,SB,H,H,4,0,2025-05-28--11h-40m-38s-998146
10,12,SB,H,H,4,0,2025-05-28--11h-40m-38s-998146
10,11,DB_V,H,H,4,0,2025-05-28--11h-40m-38s-998146
1,9,C,H,H,4,0,2025-05-28--11h-40m-38s-998146
1,12,C,H,H,4,0,2025-05-28--11h-40m-38s-998146
1,11,C,H,H,4,0,2025-05-28--11h-40m-38s-998146
1,10,C,H,H,4,0,2025-05-28--11h-40m-38s-998146
1,4,DB_H,H,H,4,0,2025-05-28--11h-40m-38s-998146
1,7,SB,H,H,4,0,2025-05-28--11h-40m-38s-998146
1,2,SB,H,H,4,0,2025-05-28--11h-40m-38s-998146
4,9,C,H,H,4,0,2025-05-28--11h-40m-38s-998146
4,12,C,H,H,4,0,2025-05-28--11h-40m-38s-998146
4,11,C,H,H,4,0,2025-05-28--11h-40m-38s-998146
4,10,C,H,H,4,0,2025-05-28--11h-40m-38s-998146
4,7,SB,H,H,4,0,2025-05-28--11h-40m-38s-998146
7,9,C,H,H,4,0,2025-05-28--11h-40m-38s-998146
7,12,C,H,H,4,0,2025-05-28--11h-40m-38s-998146
7,11,C,H,H,4,0,2025-05-28--11h-40m-38s-998146
7,10,C,H,H,4,0,2025-05-28--11h-40m-38s-998146
2,9,C,H,H,4,0,2025-05-28--11h-40m-38s-998146
2,12,C,H,H,4,0,2025-05-28--11h-40m-38s-998146
2,11,C,H,H,4,0,2025-05-28--11h-40m-38s-998146
2,10,C,H,H,4,0,2025-05-28--11h-40m-38s-998146
2,4,SB,H,H,4,0,2025-05-28--11h-40m-38s-998146
2,7,DB_V,H,H,4,0,2025-05-28--11h-40m-38s-998146
9,12,DB_H,H,H,5,0,2025-05-28--11h-40m-39s-017015
9,11,SB,H,H,5,1,2025-05-28--11h-40m-39s-017015
9,10,SB,H,H,5,0,2025-05-28--11h-40m-39s-017015
11,12,SB,H,H,5,0,2025-05-28--11h-40m-39s-017015
10,12,SB,H,H,5,0,2025-05-28--11h-40m-39s-017015
10,11,DB_V,H,H,5,0,2025-05-28--11h-40m-39s-017015
1,9,C,H,H,5,0,2025-05-28--11h-40m-39s-017015
1,12,C,H,H,5,0,2025-05-28--11h-40m-39s-017015
1,11,C,H,H,5,0,2025-05-28--11h-40m-39s-017015
1,10,C,H,H,5,0,2025-05-28--11h-40m-39s-017015
1,4,DB_H,H,H,5,1,2025-05-28--11h-40m-39s-017015
1,7,SB,H,H,5,0,2025-05-28--11h-40m-39s-017015
1,2,SB,H,H,5,0,2025-05-28--11h-40m-39s-017015
4,9,C,H,H,5,0,2025-05-28--11h-40m-39s-017015
4,12,C,H,H,5,0,2025-05-28--11h-40m-39s-017015
4,11,C,H,H,5,0,2025-05-28--11h-40m-39s-017015
4,10,C,H,H,5,0,2025-05-28--11h-40m-39s-017015
4,7,SB,H,H,5,0,2025-05-28--11h-40m-39s-017015
7,9,C,H,H,5,0,2025-05-28--11h-40m-39s-017015
7,12,C,H,H,5,0,2025-05-28--11h-40m-39s-017015
7,11,C,H,H,5,0,2025-05-28--11h-40m-39s-017015
7,10,C,H,H,5,0,2025-05-28--11h-40m-39s-017015
2,9,C,H,H,5,0,2025-05-28--11h-40m-39s-017015
2,12,C,H,H,5,0,2025-05-28--11h-40m-39s-017015
2,11,C,H,H,5,0,2025-05-28--11h-40m-39s-017015
2,10,C,H,H,5,0,2025-05-28--11h-40m-39s-017015
2,4,SB,H,H,5,0,2025-05-28--11h-40m-39s-017015
2,7,DB_V,H,H,5,0,2025-05-28--11h-40m-39s-017015
9,12,DB_H,H,H,6,0,2025-05-28--11h-40m-39s-036267
9,11,SB,H,H,6,0,2025-05-28--11h-40m-39s-036267
9,10,SB,H,H,6,0,2025-05-28--11h-40m-39s-036267
11,12,SB,H,H,6,0,2025-05-28--11h-40m-39s-036267
10,12,SB,H,H,6,0,2025-05-28--11h-40m-39s-036267
10,11,DB_V,H,H,6,0,2025-05-28--11h-40m-39s-036267
1,9,C,H,H,6,0,2025-05-28--11h-40m-39s-036267
1,12,C,H,H,6,0,2025-05-28--11h-40m-39s-036267
1,11,C,H,H,6,0,2025-05-28--11h-40m-39s-036267
1,10,C,H,H,6,0,2025-05-28--11h-40m-39s-036267
1,4,DB_H,H,H,6,0,2025-05-28--11h-40m-39s-036267
1,7,SB,H,H,6,0,2025-05-28--11h-40m-39s-036267
1,2,SB,H,H,6,0,2025-05-28--11h-40m-39s-036267
4,9,C,H,H,6,0,2025-05-28--11h-40m-39s-036267
4,12,C,H,H,6,0,2025-05-28--11h-40m-39s-036267
4,11,C,H,H,6,0,2025-05-28--11h-40m-39s-036267
4,10,C,H,H,6,0,2025-05-28--11h-40m-39s-036267
4,7,SB,H,H,6,0,2025-05-28--11h-40m-39s-036267
7,9,C,H,H,6,0,2025-05-28--11h-40m-39s-036267
7,12,C,H,H,6,0,2025-05-28--11h-40m-39s-036267
7,11,C,H,H,6,0,2025-05-28--11h-40m-39s-036267
7,10,C,H,H,6,0,2025-05-28--11h-40m-39s-036267
2,9,C,H,H,6,0,2025-05-28--11h-40m-39s-036267
2,12,C,H,H,6,0,2025-05-28--11h-40m-39s-036267
2,11,C,H,H,6,0,2025-05-28--11h-40m-39s-036267
2,10,C,H,H,6,0,2025-05-28--11h-40m-39s-036267
2,4,SB,H,H,6,0,2025-05-28--11h-40m-39s-036267
2,7,DB_V,H,H,6,1,2025-05-28--11h-40m-39s-036267
9,12,DB_H,H,H,7,0,2025-05-28--11h-40m-39s-057363
9,11,SB,H,H,7,0,2025-05-28--11h-40m-39s-057363
9,10,SB,H,H,7,0,2025-05-28--11h-40m-39s-057363
11,12,SB,H,H,7,1,2025-05-28--11h-40m-39s-057363
10,12,SB,H,H,7,0,2025-05-28--11h-40m-39s-057363
10,11,DB_V,H,H,7,0,2025-05-28--11h-40m-39s-057363
1,9,C,H,H,7,0,2025-05-28--11h-40m-39s-057363
1,12,C,H,H,7,0,2025-05-28--11h-40m-39s-057363
1,11,C,H,H,7,0,2025-05-28--11h-40m-39s-057363
1,10,C,H,H,7,0,2025-05-28--11h-40m-39s-057363
1,4,DB_H,H,H,7,0,2025-05-28--11h-40m-39s-057363
1,7,SB,H,H,7,1,2025-05-28--11h-40m-39s-057363
1,2,SB,H,H,7,0,2025-05-28--11h-40m-39s-057363
4,9,C,H,H,7,0,2025-05-28--11h-40m-39s-057363
4,12,C,H,H,7,0,2025-05-28--11h-40m-39s-057363
4,11,C,H,H,7,0,2025-05-28--11h-40m-39s-057363
4,10,C,H,H,7,0,2025-05-28--11h-40m-39s-057363
4,7,SB,H,H,7,0,2025-05-28--11h-40m-39s-057363
7,9,C,H,H,7,0,2025-05-28--11h-40m-39s-057363
7,12,C,H,H,7,0,2025-05-28--11h-40m-39s-057363
7,11,C,H,H,7,0,2025-05-28--11h-40m-39s-057363
7,10,C,H,H,7,0,2025-05-28--11h-40m-39s-057363
2,9,C,H,H,7,0,2025-05-28--11h-40m-39s-057363
2,12,C,H,H,7,0,2025-05-28--11h-40m-39s-057363
2,11,C,H,H,7,0,2025-05-28--11h-40m-39s-057363
2,10,C,H,H,7,0,2025-05-28--11h-40m-39s-057363
2,4,SB,H,H,7,0,2025-05-28--11h-40m-39s-057363
2,7,DB_V,H,H,7,0,2025-05-28--11h-40m-39s-057363
9,12,DB_H,H,H,8,0,2025-05-28--11h-40m-39s-076757
9,11,SB,H,H,8,0,2025-05-28--11h-40m-39s-076757
9,10,SB,H,H,8,2,2025-05-28--11h-40m-39s-076757
11,12,SB,H,H,8,0,2025-05-28--11h-40m-39s-076757
10,12,SB,H,H,8,0,2025-05-28--11h-40m-39s-076757
10,11,DB_V,H,H,8,0,2025-05-28--11h-40m-39s-076757
1,9,C,H,H,8,0,2025-05-28--11h-40m-39s-076757
1,12,C,H,H,8,0,2025-05-28--11h-40m-39s-076757
1,11,C,H,H,8,0,2025-05-28--11h-40m-39s-076757
1,10,C,H,H,8,0,2025-05-28--11h-40m-39s-076757
1,4,DB_H,H,H,8,0,2025-05-28--11h-40m-39s-076757
1,7,SB,H,H,8,0,2025-05-28--11h-40m-39s-076757
1,2,SB,H,H,8,0,2025-05-28--11h-40m-39s-076757
4,9,C,H,H,8,0,2025-05-28--11h-40m-39s-076757
4,12,C,H,H,8,0,2025-05-28--11h-40m-39s-076757
4,11,C,H,H,8,0,2025-05-28--11h-40m-39s-076757
4,10,C,H,H,8,0,2025-05-28--11h-40m-39s-076757
4,7,SB,H,H,8,1,2025-05-28--11h-40m-39s-076757
7,9,C,H,H,8,0,2025-05-28--11h-40m-39s-076757
7,12,C,H,H,8,0,2025-05-28--11h-40m-39s-076757
7,11,C,H,H,8,0,2025-05-28--11h-40m-39s-076757
7,10,C,H,H,8,0,2025-05-28--11h-40m-39s-076757
2,9,C,H,H,8,0,2025-05-28--11h-40m-39s-076757
2,12,C,H,H,8,0,2025-05-28--11h-40m-39s-076757
2,11,C,H,H,8,0,2025-05-28--11h-40m-39s-076757
2,10,C,H,H,8,0,2025-05-28--11h-40m-39s-076757
2,4,SB,H,H,8,0,2025-05-28--11h-40m-39s-076757
2,7,DB_V,H,H,8,0,2025-05-28--11h-40m-39s-076757
9,12,DB_H,H,H,9,0,2025-05-28--11h-40m-39s-095868
9,11,SB,H,H,9,0,2025-05-28--11h-40m-39s-095868
9,10,SB,H,H,9,0,2025-05-28--11h-40m-39s-095868
11,12,SB,H,H,9,0,2025-05-28--11h-40m-39s-095868
10,12,SB,H,H,9,0,2025-05-28--11h-40m-39s-095868
10,11,DB_V,H,H,9,0,2025-05-28--11h-40m-39s-095868
1,9,C,H,H,9,0,2025-05-28--11h-40m-39s-095868
1,12,C,H,H,9,0,2025-05-28--11h-40m-39s-095868
1,11,C,H,H,9,0,2025-05-28--11h-40m-39s-095868
1,10,C,H,H,9,0,2025-05-28--11h-40m-39s-095868
1,4,DB_H,H,H,9,0,2025-05-28--11h-40m-39s-095868
1,7,SB,H,H,9,0,2025-05-28--11h-40m-39s-095868
1,2,SB,H,H,9,0,2025-05-28--11h-40m-39s-095868
4,9,C,H,H,9,0,2025-05-28--11h-40m-39s-095868
4,12,C,H,H,9,0,2025-05-28--11h-40m-39s-095868
4,11,C,H,H,9,0,2025-05-28--11h-40m-39s-095868
4,10,C,H,H,9,0,2025-05-28--11h-40m-39s-095868
4,7,SB,H,H,9,0,2025-05-28--11h-40m-39s-095868
7,9,C,H,H,9,0,2025-05-28--11h-40m-39s-095868
7,12,C,H,H,9,0,2025-05-28--11h-40m-39s-095868
7,11,C,H,H,9,0,2025-05-28--11h-40m-39s-095868
7,10,C,H,H,9,0,2025-05-28--11h-40m-39s-095868
2,9,C,H,H,9,0,2025-05-28--11h-40m-39s-095868
2,12,C,H,H,9,0,2025-05-28--11h-40m-39s-095868
2,11,C,H,H,9,0,2025-05-28--11h-40m-39s-095868
2,10,C,H,H,9,0,2025-05-28--11h-40m-39s-095868
2,4,SB,H,H,9,0,2025-05-28--11h-40m-39s-095868
2,7,DB_V,H,H,9,0,2025-05-28--11h-40m-39s-095868
9,12,DB_H,H,H,10,0,2025-05-28--11h-40m-39s-115451
9,11,SB,H,H,10,0,2025-05-28--11h-40m-39s-115451
9,10,SB,H,H,10,0,2025-05-28--11h-40m-39s-115451
11,12,SB,H,H,10,0,2025-05-28--11h-40m-39s-115451
10,12,SB,H,H,10,0,2025-05-28--11h-40m-39s-115451
10,11,DB_V,H,H,10,0,2025-05-28--11h-40m-39s-115451
1,9,C,H,H,10,0,2025-05-28--11h-40m-39s-115451
1,12,C,H,H,10,0,2025-05-28--11h-40m-39s-115451
1,11,C,H,H,10,0,2025-05-28--11h-40m-39s-115451
1,10,C,H,H,10,0,2025-05-28--11h-40m-39s-115451
1,4,DB_H,H,H,10,0,2025-05-28--11h-40m-39s-115451
1,7,SB,H,H,10,0,2025-05-28--11h-40m-39s-115451
1,2,SB,H,H,10,0,2025-05-28--11h-40m-39s-115451
4,9,C,H,H,10,0,2025-05-28--11h-40m-39s-115451
4,12,C,H,H,10,0,2025-05-28--11h-40m-39s-115451
4,11,C,H,H,10,0,2025-05-28--11h-40m-39s-115451
4,10,C,H,H,10,0,2025-05-28--11h-40m-39s-115451
4,7,SB,H,H,10,0,2025-05-28--11h-40m-39s-115451
7,9,C,H,H,10,0,2025-05-28--11h-40m-39s-115451
7,12,C,H,H,10,0,2025-05-28--11h-40m-39s-115451
7,11,C,H,H,10,0,2025-05-28--11h-40m-39s-115451
7,10,C,H,H,10,0,2025-05-28--11h-40m-39s-115451
2,9,C,H,H,10,0,2025-05-28--11h-40m-39s-115451
2,12,C,H,H,10,0,2025-05-28--11h-40m-39s-115451
2,11,C,H,H,10,0,2025-05-28--11h-40m-39s-115451
2,10,C,H,H,10,0,2025-05-28--11h-40m-39s-115451
2,4,SB,H,H,10,0,2025-05-28--11h-40m-39s-115451
2,7,DB_V,H,H,10,1,2025-05-28--11h-40m-39s-115451
9,12,DB_H,H,H,11,0,2025-05-28--11h-40m-39s-136485
9,11,SB,H,H,11,0,2025-05-28--11h-40m-39s-136485
9,10,SB,H,H,11,0,2025-05-28--11h-40m-39s-136485
11,12,SB,H,H,11,0,2025-05-28--11h-40m-39s-136485
10,12,SB,H,H,11,1,2025-05-28--11h-40m-39s-136485
10,11,DB_V,H,H,11,0,2025-05-28--11h-40m-39s-136485
1,9,C,H,H,11,0,2025-05-28--11h-40m-39s-136485
1,12,C,H,H,11,0,2025-05-28--11h-40m-39s-136485
1,11,C,H,H,11,0,2025-05-28--11h-40m-39s-136485
1,10,C,H,H,11,0,2025-05-28--11h-40m-39s-136485
1,4,DB_H,H,H,11,1,2025-05-28--11h-40m-39s-136485
1,7,SB,H,H,11,1,2025-05-28--11h-40m-39s-136485
1,2,SB,H,H,11,0,2025-05-28--11h-40m-39s-136485
4,9,C,H,H,11,0,2025-05-28--11h-40m-39s-136485
4,12,C,H,H,11,0,2025-05-28--11h-40m-39s-136485
4,11,C,H,H,11,0,2025-05-28--11h-40m-39s-136485
4,10,C,H,H,11,0,2025-05-28--11h-40m-39s-136485
4,7,SB,H,H,11,0,2025-05-28--11h-40m-39s-136485
7,9,C,H,H,11,0,2025-05-28--11h-40m-39s-136485
7,12,C,H,H,11,0,2025-05-28--11h-40m-39s-136485
7,11,C,H,H,11,0,2025-05-28--11h-40m-39s-136485
7,10,C,H,H,11,0,2025-05-28--11h-40m-39s-136485
2,9,C,H,H,11,0,2025-05-28--11h-40m-39s-136485
2,12,C,H,H,11,0,2025-05-28--11h-40m-39s-136485
2,11,C,H,H,11,0,2025-05-28--11h-40m-39s-136485
2,10,C,H,H,11,0,2025-05-28--11h-40m-39s-136485
2,4,SB,H,H,11,0,2025-05-28--11h-40m-39s-136485
2,7,DB_V,H,H,11,0,2025-05-28--11h-40m-39s-136485
9,12,DB_H,H,H,12,0,2025-05-28--11h-40m-39s-154605
9,11,SB,H,H,12,0,2025-05-28--11h-40m-39s-154605
9,10,SB,H,H,12,0,2025-05-28--11h-40m-39s-154605
11,12,SB,H,H,12,0,2025-05-28--11h-40m-39s-154605
10,12,SB,H,H,12,0,2025-05-28--11h-40m-39s-154605
10,11,DB_V,H,H,12,0,2025-05-28--11h-40m-39s-154605
1,9,C,H,H,12,0,2025-05-28--11h-40m-39s-154605
1,12,C,H,H,12,0,2025-05-28--11h-40m-39s-154605
1,11,C,H,H,12,0,2025-05-28--11h-40m-39s-154605
1,10,C,H,H,12,0,2025-05-28--11h-40m-39s-154605
1,4,DB_H,H,H,12,0,2025-05-28--11h-40m-39s-154605
1,7,SB,H,H,12,0,2025-05-28--11h-40m-39s-154605
1,2,SB,H,H,12,0,2025-05-28--11h-40m-39s-154605
4,9,C,H,H,12,0,2025-05-28--11h-40m-39s-154605
4,12,C,H,H,12,0,2025-05-28--11h-40m-39s-154605
4,11,C,H,H,12,0,2025-05-28--11h-40m-39s-154605
4,10,C,H,H,12,0,2025-05-28--11h-40m-39s-154605
4,7,SB,H,H,12,2,2025-05-28--11h-40m-39s-154605
7,9,C,H,H,12,0,2025-05-28--11h-40m-39s-154605
7,12,C,H,H,12,0,2025-05-28--11h-40m-39s-154605
7,11,C,H,H,12,0,2025-05-28--11h-40m-39s-154605
7,10,C,H,H,12,0,2025-05-28--11h-40m-39s-154605
2,9,C,H,H,12,0,2025-05-28--11h-40m-39s-154605
2,12,C,H,H,12,0,2025-05-28--11h-40m-39s-154605
2,11,C,H,H,12,0,2025-05-28--11h-40m-39s-154605
2,10,C,H,H,12,0,2025-05-28--11h-40m-39s-154605
2,4,SB,H,H,12,0,2025-05-28--11h-40m-39s-154605
2,7,DB_V,H,H,12,1,2025-05-28--11h-40m-39s-154605
9,12,DB_H,H,H,13,0,2025-05-28--11h-40m-39s-176310
9,11,SB,H,H,13,0,2025-05-28--11h-40m-39s-176310
9,10,SB,H,H,13,1,2025-05-28--11h-40m-39s-176310
11,12,SB,H,H,13,0,2025-05-28--11h-40m-39s-176310
10,12,SB,H,H,13,0,2025-05-28--11h-40m-39s-176310
10,11,DB_V,H,H,13,0,2025-05-28--11h-40m-39s-176310
1,9,C,H,H,13,0,2025-05-28--11h-40m-39s-176310
1,12,C,H,H,13,0,2025-05-28--11h-40m-39s-176310
1,11,C,H,H,13,0,2025-05-28--11h-40m-39s-176310
1,10,C,H,H,13,0,2025-05-28--11h-40m-39s-176310
1,4,DB_H,H,H,13,0,2025-05-28--11h-40m-39s-176310
1,7,SB,H,H,13,0,2025-05-28--11h-40m-39s-176310
1,2,SB,H,H,13,0,2025-05-28--11h-40m-39s-176310
4,9,C,H,H,13,0,2025-05-28--11h-40m-39s-176310
4,12,C,H,H,13,0,2025-05-28--11h-40m-39s-176310
4,11,C,H,H,13,0,2025-05-28--11h-40m-39s-176310
4,10,C,H,H,13,0,2025-05-28--11h-40m-39s-176310
4,7,SB,H,H,13,0,2025-05-28--11h-40m-39s-176310
7,9,C,H,H,13,0,2025-05-28--11h-40m-39s-176310
7,12,C,H,H,13,0,2025-05-28--11h-40m-39s-176310
7,11,C,H,H,13,0,2025-05-28--11h-40m-39s-176310
7,10,C,H,H,13,0,2025-05-28--11h-40m-39s-176310
2,9,C,H,H,13,0,2025-05-28--11h-40m-39s-176310
2,12,C,H,H,13,0,2025-05-28--11h-40m-39s-176310
2,11,C,H,H,13,0,2025-05-28--11h-40m-39s-176310
2,10,C,H,H,13,0,2025-05-28--11h-40m-39s-176310
2,4,SB,H,H,13,0,2025-05-28--11h-40m-39s-176310
2,7,DB_V,H,H,13,0,2025-05-28--11h-40m-39s-176310
9,12,DB_H,H,H,14,1,2025-05-28--11h-40m-39s-195294
9,11,SB,H,H,14,1,2025-05-28--11h-40m-39s-195294
9,10,SB,H,H,14,2,2025-05-28--11h-40m-39s-195294
11,12,SB,H,H,14,0,2025-05-28--11h-40m-39s-195294
10,12,SB,H,H,14,0,2025-05-28--11h-40m-39s-195294
10,11,DB_V,H,H,14,0,2025-05-28--11h-40m-39s-195294
1,9,C,H,H,14,0,2025-05-28--11h-40m-39s-195294
1,12,C,H,H,14,0,2025-05-28--11h-40m-39s-195294
1,11,C,H,H,14,0,2025-05-28--11h-40m-39s-195294
1,10,C,H,H,14,0,2025-05-28--11h-40m-39s-195294
1,4,DB_H,H,H,14,0,2025-05-28--11h-40m-39s-195294
1,7,SB,H,H,14,0,2025-05-28--11h-40m-39s-195294
1,2,SB,H,H,14,0,2025-05-28--11h-40m-39s-195294
4,9,C,H,H,14,0,2025-05-28--11h-40m-39s-195294
4,12,C,H,H,14,0,2025-05-28--11h-40m-39s-195294
4,11,C,H,H,14,0,2025-05-28--11h-40m-39s-195294
4,10,C,H,H,14,0,2025-05-28--11h-40m-39s-195294
4,7,SB,H,H,14,0,2025-05-28--11h-40m-39s-195294
7,9,C,H,H,14,0,2025-05-28--11h-40m-39s-195294
7,12,C,H,H,14,0,2025-05-28--11h-40m-39s-195294
