detector_a_name,detector_b_name,estimation_label,tomography_setting_a,tomography_setting_b,repetition,coincidences,timestamp
9,12,DB_H,H,H,0,0,2025-05-28--11h-40m-38s-909329
9,11,SB,H,H,0,0,2025-05-28--11h-40m-38s-909329
9,10,SB,H,H,0,0,2025-05-28--11h-40m-38s-909329
11,12,SB,H,H,0,0,2025-05-28--11h-40m-38s-909329
10,12,SB,H,H,0,0,2025-05-28--11h-40m-38s-909329
10,11,DB_V,H,H,0,0,2025-05-28--11h-40m-38s-909329
1,9,C,H,H,0,0,2025-05-28--11h-40m-38s-909329
1,12,C,H,H,0,0,2025-05-28--11h-40m-38s-909329
1,11,C,H,H,0,0,2025-05-28--11h-40m-38s-909329
1,10,C,H,H,0,0,2025-05-28--11h-40m-38s-909329
1,4,DB_H,H,H,0,0,2025-05-28--11h-40m-38s-909329
1,7,SB,H,H,0,0,2025-05-28--11h-40m-38s-909329
1,2,SB,H,H,0,0,2025-05-28--11h-40m-38s-909329
4,9,C,H,H,0,0,2025-05-28--11h-40m-38s-909329
4,12,C,H,H,0,0,2025-05-28--11h-40m-38s-909329
4,11,C,H,H,0,0,2025-05-28--11h-40m-38s-909329
4,10,C,H,H,0,0,2025-05-28--11h-40m-38s-909329
4,7,SB,H,H,0,0,2025-05-28--11h-40m-38s-909329
7,9,C,H,H,0,0,2025-05-28--11h-40m-38s-909329
7,12,C,H,H,0,0,2025-05-28--11h-40m-38s-909329
7,11,C,H,H,0,0,2025-05-28--11h-40m-38s-909329
7,10,C,H,H,0,0,2025-05-28--11h-40m-38s-909329
2,9,C,H,H,0,0,2025-05-28--11h-40m-38s-909329
2,12,C,H,H,0,0,2025-05-28--11h-40m-38s-909329
2,11,C,H,H,0,0,2025-05-28--11h-40m-38s-909329
2,10,C,H,H,0,0,2025-05-28--11h-40m-38s-909329
2,4,SB,H,H,0,0,2025-05-28--11h-40m-38s-909329
2,7,DB_V,H,H,0,0,2025-05-28--11h-40m-38s-909329
9,12,DB_H,H,H,1,0,2025-05-28--11h-40m-38s-935676
9,11,SB,H,H,1,0,2025-05-28--11h-40m-38s-935676
9,10,SB,H,H,1,0,2025-05-28--11h-40m-38s-935676
11,12,SB,H,H,1,1,2025-05-28--11h-40m-38s-935676
10,12,SB,H,H,1,0,2025-05-28--11h-40m-38s-935676
10,11,DB_V,H,H,1,0,2025-05-28--11h-40m-38s-935676
1,9,C,H,H,1,0,2025-05-28--11h-40m-38s-935676
1,12,C,H,H,1,0,2025-05-28--11h-40m-38s-935676
1,11,C,H,H,1,0,2025-05-28--11h-40m-38s-935676
1,10,C,H,H,1,0,2025-05-28--11h-40m-38s-935676
1,4,DB_H,H,H,1,0,2025-05-28--11h-40m-38s-935676
1,7,SB,H,H,1,0,2025-05-28--11h-40m-38s-935676
1,2,SB,H,H,1,0,2025-05-28--11h-40m-38s-935676
4,9,C,H,H,1,0,2025-05-28--11h-40m-38s-935676
4,12,C,H,H,1,0,2025-05-28--11h-40m-38s-935676
4,11,C,H,H,1,0,2025-05-28--11h-40m-38s-935676
4,10,C,H,H,1,0,2025-05-28--11h-40m-38s-935676
4,7,SB,H,H,1,0,2025-05-28--11h-40m-38s-935676
7,9,C,H,H,1,0,2025-05-28--11h-40m-38s-935676
7,12,C,H,H,1,0,2025-05-28--11h-40m-38s-935676
7,11,C,H,H,1,0,2025-05-28--11h-40m-38s-935676
7,10,C,H,H,1,0,2025-05-28--11h-40m-38s-935676
2,9,C,H,H,1,0,2025-05-28--11h-40m-38s-935676
2,12,C,H,H,1,0,2025-05-28--11h-40m-38s-935676
2,11,C,H,H,1,0,2025-05-28--11h-40m-38s-935676
2,10,C,H,H,1,0,2025-05-28--11h-40m-38s-935676
2,4,SB,H,H,1,0,2025-05-28--11h-40m-38s-935676
2,7,DB_V,H,H,1,0,2025-05-28--11h-40m-38s-935676
9,12,DB_H,H,H,2,0,2025-05-28--11h-40m-38s-956429
9,11,SB,H,H,2,0,2025-05-28--11h-40m-38s-956429
9,10,SB,H,H,2,0,2025-05-28--11h-40m-38s-956429
11,12,SB,H,H,2,0,2025-05-28--11h-40m-38s-956429
10,12,SB,H,H,2,0,2025-05-28--11h-40m-38s-956429
10,11,DB_V,H,H,2,1,2025-05-28--11h-40m-38s-956429
1,9,C,H,H,2,0,2025-05-28--11h-40m-38s-956429
1,12,C,H,H,2,0,2025-05-28--11h-40m-38s-956429
1,11,C,H,H,2,0,2025-05-28--11h-40m-38s-956429
1,10,C,H,H,2,0,2025-05-28--11h-40m-38s-956429
1,4,DB_H,H,H,2,0,2025-05-28--11h-40m-38s-956429
1,7,SB,H,H,2,0,2025-05-28--11h-40m-38s-956429
1,2,SB,H,H,2,0,2025-05-28--11h-40m-38s-956429
4,9,C,H,H,2,0,2025-05-28--11h-40m-38s-956429
4,12,C,H,H,2,0,2025-05-28--11h-40m-38s-956429
4,11,C,H,H,2,0,2025-05-28--11h-40m-38s-956429
4,10,C,H,H,2,0,2025-05-28--11h-40m-38s-956429
4,7,SB,H,H,2,0,2025-05-28--11h-40m-38s-956429
7,9,C,H,H,2,0,2025-05-28--11h-40m-38s-956429
7,12,C,H,H,2,0,2025-05-28--11h-40m-38s-956429
7,11,C,H,H,2,0,2025-05-28--11h-40m-38s-956429
7,10,C,H,H,2,0,2025-05-28--11h-40m-38s-956429
2,9,C,H,H,2,0,2025-05-28--11h-40m-38s-956429
2,12,C,H,H,2,0,2025-05-28--11h-40m-38s-956429
2,11,C,H,H,2,0,2025-05-28--11h-40m-38s-956429
2,10,C,H,H,2,0,2025-05-28--11h-40m-38s-956429
2,4,SB,H,H,2,0,2025-05-28--11h-40m-38s-956429
2,7,DB_V,H,H,2,0,2025-05-28--11h-40m-38s-956429
9,12,DB_H,H,H,3,0,2025-05-28--11h-40m-38s-977063
9,11,SB,H,H,3,0,2025-05-28--11h-40m-38s-977063
9,10,SB,H,H,3,0,2025-05-28--11h-40m-38s-977063
11,12,SB,H,H,3,0,2025-05-28--11h-40m-38s-977063
10,12,SB,H,H,3,0,2025-05-28--11h-40m-38s-977063
10,11,DB_V,H,H,3,0,2025-05-28--11h-40m-38s-977063
1,9,C,H,H,3,0,2025-05-28--11h-40m-38s-977063
1,12,C,H,H,3,0,2025-05-28--11h-40m-38s-977063
1,11,C,H,H,3,0,2025-05-28--11h-40m-38s-977063
1,10,C,H,H,3,0,2025-05-28--11h-40m-38s-977063
1,4,DB_H,H,H,3,0,2025-05-28--11h-40m-38s-977063
1,7,SB,H,H,3,0,2025-05-28--11h-40m-38s-977063
1,2,SB,H,H,3,0,2025-05-28--11h-40m-38s-977063
4,9,C,H,H,3,0,2025-05-28--11h-40m-38s-977063
4,12,C,H,H,3,0,2025-05-28--11h-40m-38s-977063
4,11,C,H,H,3,0,2025-05-28--11h-40m-38s-977063
4,10,C,H,H,3,0,2025-05-28--11h-40m-38s-977063
4,7,SB,H,H,3,0,2025-05-28--11h-40m-38s-977063
7,9,C,H,H,3,0,2025-05-28--11h-40m-38s-977063
7,12,C,H,H,3,0,2025-05-28--11h-40m-38s-977063
7,11,C,H,H,3,0,2025-05-28--11h-40m-38s-977063
7,10,C,H,H,3,0,2025-05-28--11h-40m-38s-977063
2,9,C,H,H,3,0,2025-05-28--11h-40m-38s-977063
2,12,C,H,H,3,0,2025-05-28--11h-40m-38s-977063
2,11,C,H,H,3,0,2025-05-28--11h-40m-38s-977063
2,10,C,H,H,3,0,2025-05-28--11h-40m-38s-977063
2,4,SB,H,H,3,0,2025-05-28--11h-40m-38s-977063
2,7,DB_V,H,H,3,0,2025-05-28--11h-40m-38s-977063
9,12,DB_H,H,H,4,0,2025-05-28--11h-40m-38s-998146
9,11,SB,H,H,4,0,2025-05-28--11h-40m-38s-998146
9,10,SB,H,H,4,0,2025-05-28--11h-40m-38s-998146
