Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,71896,12496,70155,12246,142051,24742
1,D,16676,68074,10486,55945,27162,124019
2,R,54594,29696,40689,34733,95283,64429
3,V,11664,72547,12192,54272,23856,126819
4,A,65983,17730,71231,10264,137214,27994
5,L,28257,57211,41594,33247,69851,90458
