,Measurement Basis,TT,TR,RT,RR
0,H,71896,12496,70155,12246
1,D,16676,68074,10486,55945
2,R,54594,29696,40689,34733
3,V,11664,72547,12192,54272
4,A,65983,17730,71231,10264
5,L,28257,57211,41594,33247
