Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,97332,537,135498,1100,232830,1637
1,D,48771,59305,64675,56615,113446,115920
2,R,46886,61165,60273,61109,107159,122274
3,V,281,115298,708,104266,989,219564
4,A,48485,58771,66038,55466,114523,114237
5,L,50428,57664,68277,54082,118705,111746
