,Measurement Basis,TT,TR,RT,RR
0,H,542,147874,921,124278
1,D,73064,76201,86911,62710
2,R,76421,72894,91808,59901
3,V,148179,985,168094,1540
4,A,74625,73501,86084,62996
5,L,72855,76199,84953,64935
