detector_a_name,detector_b_name,estimation_label,repetition,coincidences,timestamp
9,12,DB_H,0,0,2025-05-23--16h-57m-40s-103376
9,11,SB,0,0,2025-05-23--16h-57m-40s-103376
9,10,SB,0,0,2025-05-23--16h-57m-40s-103376
11,12,SB,0,0,2025-05-23--16h-57m-40s-103376
10,12,SB,0,0,2025-05-23--16h-57m-40s-103376
10,11,DB_V,0,2,2025-05-23--16h-57m-40s-103376
1,9,C,0,0,2025-05-23--16h-57m-40s-103376
1,12,C,0,0,2025-05-23--16h-57m-40s-103376
1,11,C,0,0,2025-05-23--16h-57m-40s-103376
1,10,C,0,0,2025-05-23--16h-57m-40s-103376
1,4,DB_H,0,0,2025-05-23--16h-57m-40s-103376
1,7,SB,0,0,2025-05-23--16h-57m-40s-103376
1,2,SB,0,0,2025-05-23--16h-57m-40s-103376
4,9,C,0,0,2025-05-23--16h-57m-40s-103376
4,12,C,0,0,2025-05-23--16h-57m-40s-103376
4,11,C,0,0,2025-05-23--16h-57m-40s-103376
4,10,C,0,0,2025-05-23--16h-57m-40s-103376
4,7,SB,0,0,2025-05-23--16h-57m-40s-103376
7,9,C,0,0,2025-05-23--16h-57m-40s-103376
7,12,C,0,0,2025-05-23--16h-57m-40s-103376
7,11,C,0,0,2025-05-23--16h-57m-40s-103376
7,10,C,0,0,2025-05-23--16h-57m-40s-103376
2,9,C,0,0,2025-05-23--16h-57m-40s-103376
2,12,C,0,0,2025-05-23--16h-57m-40s-103376
2,11,C,0,0,2025-05-23--16h-57m-40s-103376
2,10,C,0,0,2025-05-23--16h-57m-40s-103376
2,4,SB,0,0,2025-05-23--16h-57m-40s-103376
2,7,DB_V,0,1,2025-05-23--16h-57m-40s-103376
9,12,DB_H,1,0,2025-05-23--16h-57m-40s-129861
9,11,SB,1,0,2025-05-23--16h-57m-40s-129861
9,10,SB,1,0,2025-05-23--16h-57m-40s-129861
11,12,SB,1,0,2025-05-23--16h-57m-40s-129861
10,12,SB,1,0,2025-05-23--16h-57m-40s-129861
10,11,DB_V,1,1,2025-05-23--16h-57m-40s-129861
1,9,C,1,0,2025-05-23--16h-57m-40s-129861
1,12,C,1,0,2025-05-23--16h-57m-40s-129861
1,11,C,1,0,2025-05-23--16h-57m-40s-129861
1,10,C,1,0,2025-05-23--16h-57m-40s-129861
1,4,DB_H,1,0,2025-05-23--16h-57m-40s-129861
1,7,SB,1,0,2025-05-23--16h-57m-40s-129861
1,2,SB,1,0,2025-05-23--16h-57m-40s-129861
4,9,C,1,0,2025-05-23--16h-57m-40s-129861
4,12,C,1,0,2025-05-23--16h-57m-40s-129861
4,11,C,1,0,2025-05-23--16h-57m-40s-129861
4,10,C,1,0,2025-05-23--16h-57m-40s-129861
4,7,SB,1,0,2025-05-23--16h-57m-40s-129861
7,9,C,1,0,2025-05-23--16h-57m-40s-129861
7,12,C,1,0,2025-05-23--16h-57m-40s-129861
7,11,C,1,0,2025-05-23--16h-57m-40s-129861
7,10,C,1,0,2025-05-23--16h-57m-40s-129861
2,9,C,1,0,2025-05-23--16h-57m-40s-129861
2,12,C,1,0,2025-05-23--16h-57m-40s-129861
2,11,C,1,0,2025-05-23--16h-57m-40s-129861
2,10,C,1,0,2025-05-23--16h-57m-40s-129861
2,4,SB,1,0,2025-05-23--16h-57m-40s-129861
2,7,DB_V,1,0,2025-05-23--16h-57m-40s-129861
9,12,DB_H,2,0,2025-05-23--16h-57m-40s-150084
9,11,SB,2,0,2025-05-23--16h-57m-40s-150084
9,10,SB,2,0,2025-05-23--16h-57m-40s-150084
11,12,SB,2,0,2025-05-23--16h-57m-40s-150084
10,12,SB,2,0,2025-05-23--16h-57m-40s-150084
10,11,DB_V,2,0,2025-05-23--16h-57m-40s-150084
1,9,C,2,0,2025-05-23--16h-57m-40s-150084
1,12,C,2,0,2025-05-23--16h-57m-40s-150084
1,11,C,2,0,2025-05-23--16h-57m-40s-150084
1,10,C,2,0,2025-05-23--16h-57m-40s-150084
1,4,DB_H,2,0,2025-05-23--16h-57m-40s-150084
1,7,SB,2,1,2025-05-23--16h-57m-40s-150084
1,2,SB,2,0,2025-05-23--16h-57m-40s-150084
4,9,C,2,0,2025-05-23--16h-57m-40s-150084
4,12,C,2,0,2025-05-23--16h-57m-40s-150084
4,11,C,2,0,2025-05-23--16h-57m-40s-150084
4,10,C,2,0,2025-05-23--16h-57m-40s-150084
4,7,SB,2,0,2025-05-23--16h-57m-40s-150084
7,9,C,2,0,2025-05-23--16h-57m-40s-150084
7,12,C,2,0,2025-05-23--16h-57m-40s-150084
7,11,C,2,0,2025-05-23--16h-57m-40s-150084
7,10,C,2,0,2025-05-23--16h-57m-40s-150084
2,9,C,2,0,2025-05-23--16h-57m-40s-150084
2,12,C,2,0,2025-05-23--16h-57m-40s-150084
2,11,C,2,0,2025-05-23--16h-57m-40s-150084
2,10,C,2,0,2025-05-23--16h-57m-40s-150084
2,4,SB,2,0,2025-05-23--16h-57m-40s-150084
2,7,DB_V,2,0,2025-05-23--16h-57m-40s-150084
9,12,DB_H,4,0,2025-05-23--16h-57m-40s-188403
9,11,SB,4,0,2025-05-23--16h-57m-40s-188403
9,10,SB,4,0,2025-05-23--16h-57m-40s-188403
11,12,SB,4,0,2025-05-23--16h-57m-40s-188403
10,12,SB,4,0,2025-05-23--16h-57m-40s-188403
10,11,DB_V,4,0,2025-05-23--16h-57m-40s-188403
1,9,C,4,0,2025-05-23--16h-57m-40s-188403
1,12,C,4,0,2025-05-23--16h-57m-40s-188403
1,11,C,4,0,2025-05-23--16h-57m-40s-188403
1,10,C,4,0,2025-05-23--16h-57m-40s-188403
1,4,DB_H,4,0,2025-05-23--16h-57m-40s-188403
1,7,SB,4,0,2025-05-23--16h-57m-40s-188403
1,2,SB,4,0,2025-05-23--16h-57m-40s-188403
4,9,C,4,0,2025-05-23--16h-57m-40s-188403
4,12,C,4,0,2025-05-23--16h-57m-40s-188403
4,11,C,4,0,2025-05-23--16h-57m-40s-188403
4,10,C,4,0,2025-05-23--16h-57m-40s-188403
4,7,SB,4,0,2025-05-23--16h-57m-40s-188403
7,9,C,4,0,2025-05-23--16h-57m-40s-188403
7,12,C,4,0,2025-05-23--16h-57m-40s-188403
7,11,C,4,0,2025-05-23--16h-57m-40s-188403
7,10,C,4,1,2025-05-23--16h-57m-40s-188403
2,9,C,4,0,2025-05-23--16h-57m-40s-188403
2,12,C,4,0,2025-05-23--16h-57m-40s-188403
2,11,C,4,0,2025-05-23--16h-57m-40s-188403
2,10,C,4,0,2025-05-23--16h-57m-40s-188403
2,4,SB,4,0,2025-05-23--16h-57m-40s-188403
2,7,DB_V,4,1,2025-05-23--16h-57m-40s-188403
9,12,DB_H,5,0,2025-05-23--16h-57m-40s-207347
9,11,SB,5,0,2025-05-23--16h-57m-40s-207347
9,10,SB,5,0,2025-05-23--16h-57m-40s-207347
11,12,SB,5,0,2025-05-23--16h-57m-40s-207347
10,12,SB,5,0,2025-05-23--16h-57m-40s-207347
10,11,DB_V,5,3,2025-05-23--16h-57m-40s-207347
1,9,C,5,0,2025-05-23--16h-57m-40s-207347
1,12,C,5,0,2025-05-23--16h-57m-40s-207347
1,11,C,5,0,2025-05-23--16h-57m-40s-207347
1,10,C,5,0,2025-05-23--16h-57m-40s-207347
1,4,DB_H,5,0,2025-05-23--16h-57m-40s-207347
1,7,SB,5,0,2025-05-23--16h-57m-40s-207347
1,2,SB,5,0,2025-05-23--16h-57m-40s-207347
4,9,C,5,0,2025-05-23--16h-57m-40s-207347
4,12,C,5,0,2025-05-23--16h-57m-40s-207347
4,11,C,5,0,2025-05-23--16h-57m-40s-207347
4,10,C,5,0,2025-05-23--16h-57m-40s-207347
4,7,SB,5,0,2025-05-23--16h-57m-40s-207347
7,9,C,5,0,2025-05-23--16h-57m-40s-207347
7,12,C,5,0,2025-05-23--16h-57m-40s-207347
7,11,C,5,0,2025-05-23--16h-57m-40s-207347
7,10,C,5,0,2025-05-23--16h-57m-40s-207347
2,9,C,5,0,2025-05-23--16h-57m-40s-207347
2,12,C,5,0,2025-05-23--16h-57m-40s-207347
2,11,C,5,0,2025-05-23--16h-57m-40s-207347
2,10,C,5,0,2025-05-23--16h-57m-40s-207347
2,4,SB,5,0,2025-05-23--16h-57m-40s-207347
2,7,DB_V,5,0,2025-05-23--16h-57m-40s-207347
9,12,DB_H,6,0,2025-05-23--16h-57m-40s-228367
9,11,SB,6,0,2025-05-23--16h-57m-40s-228367
9,10,SB,6,0,2025-05-23--16h-57m-40s-228367
11,12,SB,6,0,2025-05-23--16h-57m-40s-228367
10,12,SB,6,0,2025-05-23--16h-57m-40s-228367
10,11,DB_V,6,2,2025-05-23--16h-57m-40s-228367
1,9,C,6,0,2025-05-23--16h-57m-40s-228367
1,12,C,6,0,2025-05-23--16h-57m-40s-228367
1,11,C,6,0,2025-05-23--16h-57m-40s-228367
1,10,C,6,0,2025-05-23--16h-57m-40s-228367
1,4,DB_H,6,0,2025-05-23--16h-57m-40s-228367
1,7,SB,6,0,2025-05-23--16h-57m-40s-228367
1,2,SB,6,0,2025-05-23--16h-57m-40s-228367
4,9,C,6,0,2025-05-23--16h-57m-40s-228367
4,12,C,6,0,2025-05-23--16h-57m-40s-228367
4,11,C,6,0,2025-05-23--16h-57m-40s-228367
4,10,C,6,0,2025-05-23--16h-57m-40s-228367
4,7,SB,6,0,2025-05-23--16h-57m-40s-228367
7,9,C,6,0,2025-05-23--16h-57m-40s-228367
7,12,C,6,0,2025-05-23--16h-57m-40s-228367
7,11,C,6,0,2025-05-23--16h-57m-40s-228367
7,10,C,6,0,2025-05-23--16h-57m-40s-228367
2,9,C,6,0,2025-05-23--16h-57m-40s-228367
2,12,C,6,0,2025-05-23--16h-57m-40s-228367
2,11,C,6,0,2025-05-23--16h-57m-40s-228367
2,10,C,6,0,2025-05-23--16h-57m-40s-228367
2,4,SB,6,0,2025-05-23--16h-57m-40s-228367
