Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,57822,58496,67972,52996,125794,111492
1,D,84050,31357,63991,54074,148041,85431
2,R,108891,7439,130918,1255,239809,8694
3,V,58775,55406,66287,52630,125062,108036
4,A,30217,82132,66309,53244,96526,135376
5,L,7443,104995,715,105697,8158,210692
