data_dir,repetition,C,DB_H,DB_V,SB,N
2025-05-23--17h-58m-27s,0,0.0,0.0,0.0,1.0,1.0
2025-05-23--17h-58m-27s,1,0.5,1.0,0.0,1.0,2.5
2025-05-23--17h-58m-27s,3,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-58m-27s,4,0.0,1.0,1.0,0.5,2.5
2025-05-23--17h-58m-27s,5,0.0,0.0,0.0,1.0,1.0
2025-05-23--17h-58m-27s,6,0.0,2.0,0.0,3.0,5.0
2025-05-23--17h-58m-27s,7,1.0,1.0,0.0,0.5,2.5
2025-05-23--17h-58m-27s,8,0.0,0.0,0.0,0.5,0.5
2025-05-23--17h-58m-27s,9,0.0,1.0,0.0,2.0,3.0
2025-05-23--17h-58m-27s,10,0.0,0.0,0.0,0.5,0.5
2025-05-23--17h-58m-27s,11,0.0,2.0,0.0,1.0,3.0
2025-05-23--17h-58m-27s,12,0.0,1.0,0.0,1.0,2.0
2025-05-23--17h-58m-27s,13,0.0,1.0,0.0,0.5,1.5
2025-05-23--17h-58m-27s,14,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-58m-27s,15,0.0,1.0,0.0,0.5,1.5
2025-05-23--17h-58m-27s,17,0.0,0.0,0.0,0.5,0.5
2025-05-23--17h-58m-27s,18,0.0,0.0,0.0,0.5,0.5
2025-05-23--17h-58m-27s,19,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-58m-27s,21,0.0,1.0,0.0,0.5,1.5
2025-05-23--17h-58m-27s,22,0.0,1.0,0.0,0.5,1.5
2025-05-23--17h-58m-27s,23,0.0,0.0,0.0,0.5,0.5
2025-05-23--17h-58m-27s,24,0.0,3.0,1.0,0.5,4.5
2025-05-23--17h-58m-27s,25,0.0,0.0,0.0,0.5,0.5
2025-05-23--17h-58m-27s,27,0.0,0.0,0.0,0.5,0.5
2025-05-23--17h-58m-27s,28,0.0,1.0,0.0,0.5,1.5
2025-05-23--17h-58m-27s,29,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-58m-27s,30,0.0,0.0,0.0,1.0,1.0
2025-05-23--17h-58m-27s,31,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-58m-27s,32,0.0,1.0,0.0,0.5,1.5
2025-05-23--17h-58m-27s,34,0.0,2.0,0.0,0.5,2.5
2025-05-23--17h-58m-27s,35,0.0,1.0,0.0,1.0,2.0
2025-05-23--17h-58m-27s,36,0.0,1.0,0.0,0.5,1.5
2025-05-23--17h-58m-27s,37,0.0,2.0,0.0,0.5,2.5
2025-05-23--17h-58m-27s,38,0.0,0.0,0.0,1.0,1.0
