,Measurement Basis,TT,TR,RT,RR
0,H,77711,12653,78825,9964
1,D,72221,17739,75308,12426
2,R,32125,56754,43972,36310
3,V,12555,75280,15993,56531
4,A,18196,69762,13275,59381
5,L,57240,30520,42132,35909
