Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,77711,12653,78825,9964,156536,22617
1,D,72221,17739,75308,12426,147529,30165
2,R,32125,56754,43972,36310,76097,93064
3,V,12555,75280,15993,56531,28548,131811
4,A,18196,69762,13275,59381,31471,129143
5,L,57240,30520,42132,35909,99372,66429
