,Measurement Basis,TT,TR,RT,RR
0,H,110091,1146,131960,954
1,D,55642,57383,61894,55873
2,R,53934,58930,58252,59409
3,V,810,113077,607,102322
4,A,55620,56651,63826,54711
5,L,57280,54987,65793,52855
