,Measurement Basis,TT,TR,RT,RR
0,H,45667,40179,47387,33019
1,D,82457,5157,90919,1008
2,R,25035,59661,47519,34529
3,V,41582,44168,49961,31586
4,A,5317,79616,798,70359
5,L,61351,24312,43760,36150
