,Measurement Basis,TT,TR,RT,RR
0,H,96132,450,133618,1091
1,D,49182,57186,63845,55509
2,R,47942,58739,62178,57309
3,V,269,115997,833,103946
4,A,47045,59578,64828,56022
5,L,48227,58165,64968,55584
