,Measurement Basis,TT,TR,RT,RR
0,H,41045,38990,48221,32612
1,D,69373,6210,70619,16717
2,R,55677,22783,83643,6691
3,V,32981,46947,46430,32805
4,A,5077,80221,21065,52065
5,L,19137,63305,7521,61817
