Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,33781,30649,34964,30858,68745,61507
1,D,65397,1413,56626,8364,122023,9777
2,R,40940,23972,53032,11838,93972,35810
3,V,33602,31837,32686,32573,66288,64410
4,A,1191,60520,8079,57756,9270,118276
5,L,26043,38471,11351,54122,37394,92593
