,Measurement Basis,TT,TR,RT,RR
0,H,274,80273,662,65675
1,D,35881,39998,49395,33407
2,R,36443,38914,52050,31200
3,V,69313,483,92952,1131
4,A,33922,40632,46379,34335
5,L,33321,41646,45236,35060
