data_dir,C,DB_H,DB_V,SB,N
2025-05-23--18h-43m-30s,1.5,3.0,57.0,18.5,80.0
2025-05-23--18h-43m-30s,1.5,4.0,56.0,18.5,80.0
2025-05-23--18h-43m-30s,2.0,1.0,59.0,18.0,80.0
2025-05-23--18h-43m-30s,2.0,3.0,56.0,19.0,80.0
2025-05-23--18h-43m-30s,1.0,5.0,56.0,18.0,80.0
2025-05-23--18h-43m-30s,1.0,2.0,50.0,27.0,80.0
2025-05-23--18h-43m-30s,2.5,4.0,54.0,19.5,80.0
2025-05-23--18h-43m-30s,2.5,3.0,49.0,25.5,80.0
2025-05-23--18h-43m-30s,2.5,1.0,56.0,20.5,80.0
2025-05-23--18h-43m-30s,1.5,1.0,53.0,24.5,80.0
2025-05-23--18h-43m-30s,2.5,1.0,58.0,18.5,80.0
2025-05-23--18h-43m-30s,1.5,4.0,53.0,21.5,80.0
2025-05-23--18h-43m-30s,1.0,2.0,54.0,23.0,80.0
2025-05-23--18h-43m-30s,1.0,2.0,52.0,25.0,80.0
2025-05-23--18h-43m-30s,1.5,4.0,51.0,23.5,80.0
2025-05-23--18h-43m-30s,1.0,3.0,57.0,19.0,80.0
2025-05-23--18h-43m-30s,3.5,0.0,60.0,16.5,80.0
2025-05-23--18h-43m-30s,0.5,2.0,57.0,20.5,80.0
2025-05-23--18h-43m-30s,1.0,2.0,58.0,19.0,80.0
2025-05-23--18h-43m-30s,0.5,3.0,59.0,17.5,80.0
2025-05-23--18h-43m-30s,1.0,4.0,55.0,20.0,80.0
2025-05-23--18h-43m-30s,1.0,5.0,55.0,19.0,80.0
2025-05-23--18h-43m-30s,0.5,1.0,60.0,18.5,80.0
2025-05-23--18h-43m-30s,1.5,1.0,57.0,20.5,80.0
2025-05-23--18h-43m-30s,2.0,1.0,52.0,25.0,80.0
2025-05-23--18h-43m-30s,2.0,4.0,53.0,21.0,80.0
2025-05-23--18h-43m-30s,3.0,1.0,51.0,25.0,80.0
2025-05-23--18h-43m-30s,0.5,0.0,64.0,15.5,80.0
2025-05-23--18h-43m-30s,0.5,2.0,57.0,20.5,80.0
2025-05-23--18h-43m-30s,2.5,2.0,56.0,19.5,80.0
2025-05-23--18h-43m-30s,1.5,3.0,59.0,16.5,80.0
2025-05-23--18h-43m-30s,1.5,4.0,58.0,16.5,80.0
2025-05-23--18h-43m-30s,3.5,4.0,53.0,19.5,80.0
2025-05-23--18h-43m-30s,2.5,5.0,54.0,18.5,80.0
2025-05-23--18h-43m-30s,1.5,3.0,59.0,16.5,80.0
2025-05-23--18h-43m-30s,2.0,2.0,57.0,19.0,80.0
2025-05-23--18h-43m-30s,1.5,6.0,52.0,20.5,80.0
2025-05-23--18h-43m-30s,2.5,4.0,54.0,19.5,80.0
2025-05-23--18h-43m-30s,1.5,3.0,54.0,21.5,80.0
2025-05-23--18h-43m-30s,0.5,2.0,60.0,17.5,80.0
2025-05-23--18h-43m-30s,1.5,5.0,52.0,21.5,80.0
2025-05-23--18h-43m-30s,2.0,0.0,59.0,19.0,80.0
2025-05-23--18h-43m-30s,0.5,2.0,60.0,17.5,80.0
2025-05-23--18h-43m-30s,0.5,1.0,57.0,21.5,80.0
2025-05-23--18h-43m-30s,2.5,4.0,56.0,17.5,80.0
2025-05-23--18h-43m-30s,1.0,0.0,62.0,17.0,80.0
2025-05-23--18h-43m-30s,1.0,3.0,58.0,18.0,80.0
2025-05-23--18h-43m-30s,2.0,4.0,52.0,22.0,80.0
2025-05-23--18h-43m-30s,1.0,6.0,50.0,23.0,80.0
2025-05-23--18h-43m-30s,3.5,0.0,57.0,19.5,80.0
2025-05-23--18h-43m-30s,1.5,1.0,53.0,24.5,80.0
2025-05-23--18h-43m-30s,3.0,1.0,48.0,28.0,80.0
2025-05-23--18h-43m-30s,2.0,2.0,56.0,20.0,80.0
2025-05-23--18h-43m-30s,0.5,3.0,51.0,25.5,80.0
2025-05-23--18h-43m-30s,1.0,4.0,54.0,21.0,80.0
2025-05-23--18h-43m-30s,1.0,3.0,58.0,18.0,80.0
2025-05-23--18h-43m-30s,3.0,2.0,57.0,18.0,80.0
