timestamp,2,4,10,12
2025-05-15 11:30:06,26794,27470,26808,32794
2025-05-15 11:30:07,26803,27486,26990,32725
2025-05-15 11:30:08,26650,27506,26918,32628
2025-05-15 11:30:10,26885,27588,26904,32688
2025-05-15 11:30:11,26665,27750,26694,32895
2025-05-15 11:30:12,26791,27888,26542,32878
2025-05-15 11:30:14,26764,27537,27146,32958
2025-05-15 11:30:15,26887,27632,27057,32972
2025-05-15 11:30:16,26915,27443,26775,32734
2025-05-15 11:30:17,26727,28020,26802,33004
2025-05-15 11:30:19,26638,27632,26562,32812
2025-05-15 11:30:20,26964,27622,26712,32889
2025-05-15 11:30:21,26833,27776,27061,33100
2025-05-15 11:30:22,26500,27470,26595,32954
2025-05-15 11:30:23,26758,27419,26962,33028
2025-05-15 11:30:25,26797,27536,26895,32739
2025-05-15 11:30:26,26665,27429,26956,32449
2025-05-15 11:30:27,26736,27567,26880,32815
2025-05-15 11:30:28,26456,27564,26954,33007
2025-05-15 11:30:30,26531,27936,26925,32466
2025-05-15 11:30:31,26412,27487,26768,32760
2025-05-15 11:30:32,26374,27525,27026,32883
2025-05-15 11:30:33,26646,27756,26898,32917
2025-05-15 11:30:35,26122,27687,27464,31711
2025-05-15 11:30:36,26061,27970,27051,31972
2025-05-15 11:30:37,26591,27849,26789,32792
2025-05-15 11:30:38,26600,28124,26654,32901
2025-05-15 11:30:40,26737,28355,26815,32467
2025-05-15 11:30:41,26493,28838,26945,32717
2025-05-15 11:30:42,27369,28250,26303,33095
2025-05-15 11:30:43,27336,27913,26570,33162
2025-05-15 11:30:44,27196,28274,26960,32717
2025-05-15 11:30:46,27391,28155,27080,33173
2025-05-15 11:30:47,26844,28571,26742,32760
2025-05-15 11:30:48,26790,28343,26773,33075
2025-05-15 11:30:49,27120,28469,26944,33005
2025-05-15 11:30:51,27062,28286,26940,33210
2025-05-15 11:30:52,27153,28670,26916,33066
2025-05-15 11:30:53,26893,28313,27110,32929
2025-05-15 11:30:54,26991,28110,26866,33037
2025-05-15 11:30:56,27053,28021,27134,32928
2025-05-15 11:30:57,26996,28454,26369,32798
2025-05-15 11:30:58,26882,28113,26992,33500
2025-05-15 11:30:59,27602,28480,26918,34211
2025-05-15 11:31:01,27415,28826,26179,33721
2025-05-15 11:31:02,27236,28945,26479,33941
2025-05-15 11:31:03,27385,28801,26533,33554
2025-05-15 11:31:04,27233,28785,27016,33808
2025-05-15 11:31:06,27423,29041,26338,34108
2025-05-15 11:31:07,27093,28927,26385,33732
2025-05-15 11:31:08,27188,28886,26469,33753
2025-05-15 11:31:09,26936,28882,26511,33649
2025-05-15 11:31:10,27287,28602,26858,33690
2025-05-15 11:31:12,26974,28961,26456,33678
2025-05-15 11:31:13,27289,28736,26389,33651
2025-05-15 11:31:14,26476,29181,26548,33073
2025-05-15 11:31:15,26351,29071,26593,33309
2025-05-15 11:31:17,26861,29006,26481,33131
2025-05-15 11:31:18,27217,29119,26181,33165
2025-05-15 11:31:19,26601,29080,26434,33092
2025-05-15 11:31:20,27089,28732,26252,33589
