timestamp,2,4,10,12
2025-05-19 11:08:51,4061,60467,61761,423
2025-05-19 11:08:53,4034,61211,62487,419
2025-05-19 11:08:54,4043,61008,61566,418
2025-05-19 11:08:55,4054,60934,62159,473
2025-05-19 11:08:57,4037,60453,61918,439
2025-05-19 11:08:58,4070,60595,61910,444
2025-05-19 11:08:59,3998,60767,61888,402
2025-05-19 11:09:00,3925,60558,62292,422
2025-05-19 11:09:02,4005,60975,61821,416
2025-05-19 11:09:03,4038,60533,61676,461
2025-05-19 11:09:04,4061,60384,62137,466
2025-05-19 11:09:05,3888,60702,61812,404
2025-05-19 11:09:06,3938,60447,62015,440
2025-05-19 11:09:08,4221,60482,61909,458
2025-05-19 11:09:09,4083,60401,61671,437
2025-05-19 11:09:10,4046,60177,61736,441
2025-05-19 11:09:11,4005,60470,61617,453
2025-05-19 11:09:13,4076,61218,62406,472
2025-05-19 11:09:14,4068,60667,61900,424
2025-05-19 11:09:15,3954,61031,61500,435
2025-05-19 11:09:16,4020,60731,61907,437
2025-05-19 11:09:18,4112,60762,61681,410
2025-05-19 11:09:19,3989,60802,62199,433
2025-05-19 11:09:20,4026,60393,62103,455
2025-05-19 11:09:21,4130,60982,61563,440
2025-05-19 11:09:23,3996,60610,61415,458
2025-05-19 11:09:24,3961,60849,61345,430
2025-05-19 11:09:25,4065,60717,62373,416
2025-05-19 11:09:26,4243,60505,61787,412
2025-05-19 11:09:27,4032,60114,61996,418
2025-05-19 11:09:29,3939,60522,61913,426
2025-05-19 11:09:30,4163,61258,61904,409
2025-05-19 11:09:31,4033,60517,61558,445
2025-05-19 11:09:32,3963,61001,61768,446
2025-05-19 11:09:34,4050,60741,61717,420
2025-05-19 11:09:35,3947,60652,61391,440
2025-05-19 11:09:36,3972,61042,62315,428
2025-05-19 11:09:37,3969,60522,62148,402
2025-05-19 11:09:39,3964,60809,62206,409
2025-05-19 11:09:40,4011,60196,61404,446
2025-05-19 11:09:41,3943,60711,61796,418
2025-05-19 11:09:42,3982,60906,62431,499
2025-05-19 11:09:44,4076,60405,61628,462
2025-05-19 11:09:45,4080,60372,61606,432
2025-05-19 11:09:46,4117,60721,61550,433
2025-05-19 11:09:47,4139,60830,62348,477
2025-05-19 11:09:49,3951,60797,62191,444
2025-05-19 11:09:50,4048,60775,61993,453
2025-05-19 11:09:51,4093,60599,62071,451
2025-05-19 11:09:52,3966,60939,61943,436
2025-05-19 11:09:53,3961,60359,61955,445
2025-05-19 11:09:55,4006,60589,61965,409
2025-05-19 11:09:56,3976,60163,61837,449
2025-05-19 11:09:57,3869,60942,62024,401
2025-05-19 11:09:58,3988,60838,61751,470
2025-05-19 11:10:00,4042,60748,61847,407
2025-05-19 11:10:01,4032,60488,62201,421
2025-05-19 11:10:02,4052,60715,61877,408
2025-05-19 11:10:03,3995,60357,61983,443
2025-05-19 11:10:05,4015,60254,62176,434
2025-05-19 11:10:06,4040,60620,61816,442
2025-05-19 11:10:07,4030,60610,61521,445
2025-05-19 11:10:08,4032,60539,62495,452
2025-05-19 11:10:10,4023,60943,62692,435
2025-05-19 11:10:11,4021,60783,61913,459
2025-05-19 11:10:12,4030,60973,62048,413
2025-05-19 11:10:13,4060,60846,61996,430
2025-05-19 11:10:14,4010,61039,61465,464
2025-05-19 11:10:16,4004,60865,62007,405
2025-05-19 11:10:17,4058,61219,61590,440
2025-05-19 11:10:18,4040,61326,61751,449
2025-05-19 11:10:19,4033,60572,62323,448
2025-05-19 11:10:21,4070,60418,62305,411
2025-05-19 11:10:22,4113,60930,62200,454
2025-05-19 11:10:23,4110,61148,61942,437
2025-05-19 11:10:24,4096,60638,61953,411
2025-05-19 11:10:26,3999,60128,61687,461
2025-05-19 11:10:27,3859,60810,62414,407
2025-05-19 11:10:28,4095,61001,62208,434
2025-05-19 11:10:29,4074,60960,62078,431
2025-05-19 11:10:31,3943,60944,62176,435
2025-05-19 11:10:32,3983,60158,62451,426
2025-05-19 11:10:33,3975,61244,61576,458
2025-05-19 11:10:34,4006,60811,61471,428
2025-05-19 11:10:35,4059,60339,61289,428
2025-05-19 11:10:37,4108,60604,62019,430
2025-05-19 11:10:38,4002,60690,61490,458
2025-05-19 11:10:39,3980,60389,61954,466
2025-05-19 11:10:40,4059,61365,61799,468
2025-05-19 11:10:42,4002,60871,61647,468
2025-05-19 11:10:43,3996,60539,61876,422
2025-05-19 11:10:44,4066,60546,61925,413
2025-05-19 11:10:45,4076,60463,61864,460
2025-05-19 11:10:47,4037,60905,61241,419
2025-05-19 11:10:48,4022,60857,62376,443
2025-05-19 11:10:49,3814,60953,61839,468
2025-05-19 11:10:50,3990,60862,61515,445
2025-05-19 11:10:52,3976,60994,61785,412
2025-05-19 11:10:53,3930,60718,61947,439
2025-05-19 11:10:54,4006,60084,61626,408
2025-05-19 11:10:55,3993,60891,61487,452
2025-05-19 11:10:56,4049,61099,61738,413
2025-05-19 11:10:58,4021,60819,62341,447
2025-05-19 11:10:59,4035,60485,61373,425
2025-05-19 11:11:00,3897,60943,61448,423
2025-05-19 11:11:01,4068,60921,61758,388
2025-05-19 11:11:03,4210,60685,61981,424
2025-05-19 11:11:04,4018,60766,61603,410
2025-05-19 11:11:05,3902,60608,61901,398
2025-05-19 11:11:06,4027,60609,61795,409
2025-05-19 11:11:08,3943,60121,61862,437
2025-05-19 11:11:09,4185,60729,61386,473
2025-05-19 11:11:10,4099,60919,61907,470
2025-05-19 11:11:11,3994,60071,61782,419
2025-05-19 11:11:13,3960,61397,62175,448
2025-05-19 11:11:14,4171,60338,61927,441
2025-05-19 11:11:15,3953,60787,62120,426
2025-05-19 11:11:16,4018,60485,61707,453
2025-05-19 11:11:17,4006,60476,61842,423
2025-05-19 11:11:19,3997,60869,61866,468
2025-05-19 11:11:20,4060,61213,62154,448
2025-05-19 11:11:21,4035,60332,62127,437
2025-05-19 11:11:22,3880,60754,62155,424
2025-05-19 11:11:24,4008,60379,61970,454
2025-05-19 11:11:25,4062,61179,62281,427
2025-05-19 11:11:26,3912,60412,62178,427
2025-05-19 11:11:27,4112,60473,62122,460
2025-05-19 11:11:29,3947,60561,61758,440
2025-05-19 11:11:30,4100,60595,62117,431
2025-05-19 11:11:31,3923,60072,61520,424
2025-05-19 11:11:32,4091,60502,61574,467
2025-05-19 11:11:34,3947,60545,62078,451
2025-05-19 11:11:35,4100,60555,62106,408
2025-05-19 11:11:36,4030,60626,61554,422
2025-05-19 11:11:37,4017,61035,61508,432
2025-05-19 11:11:38,4146,60730,61851,465
2025-05-19 11:11:40,4056,61165,61566,420
2025-05-19 11:11:41,4062,60675,62272,433
2025-05-19 11:11:42,3936,60303,61934,440
2025-05-19 11:11:43,4068,60815,61393,433
