timestamp,2,4,10,12
1747302844.120748,23850,24637,25823,30096
1747302845.5362213,23769,25058,25882,29877
1747302846.8159282,23870,24987,25831,30004
1747302848.0881336,23798,25177,25705,29988
1747302849.3648446,23905,25222,25953,30320
1747302850.638796,23527,25220,25458,29998
1747302851.9192243,23728,25133,25579,30168
1747302853.2061188,23958,24876,25483,30097
