data_dir,C,SB,DB_V,DB_H,N
2025-07-08--11h-01m-30s,70.0,21.0,53.0,56.0,200.0
2025-07-08--11h-01m-30s,79.0,19.0,43.0,59.0,200.0
2025-07-08--11h-01m-30s,78.0,20.0,46.0,56.0,200.0
2025-07-08--11h-01m-30s,83.0,20.0,42.0,55.0,200.0
2025-07-08--11h-01m-30s,69.0,15.0,46.0,70.0,200.0
2025-07-08--11h-01m-30s,90.0,24.0,37.0,49.0,200.0
2025-07-08--11h-01m-30s,89.0,21.0,45.0,45.0,200.0
2025-07-08--11h-01m-30s,89.0,11.0,49.0,51.0,200.0
2025-07-08--11h-01m-30s,78.0,14.0,64.0,44.0,200.0
2025-07-08--11h-01m-30s,74.0,24.0,41.0,61.0,200.0
2025-07-08--11h-01m-30s,69.0,26.0,53.0,52.0,200.0
2025-07-08--11h-01m-30s,89.0,17.0,54.0,40.0,200.0
2025-07-08--11h-01m-30s,63.0,19.0,69.0,49.0,200.0
2025-07-08--11h-01m-30s,91.0,18.0,48.0,43.0,200.0
2025-07-08--11h-01m-30s,87.0,10.0,53.0,50.0,200.0
2025-07-08--11h-01m-30s,91.0,22.0,42.0,45.0,200.0
2025-07-08--11h-01m-30s,78.0,21.0,50.0,51.0,200.0
2025-07-08--11h-01m-30s,77.0,21.0,47.0,55.0,200.0
2025-07-08--11h-01m-30s,83.0,25.0,48.0,44.0,200.0
2025-07-08--11h-01m-30s,88.0,18.0,49.0,45.0,200.0
2025-07-08--11h-01m-30s,83.0,18.0,49.0,50.0,200.0
2025-07-08--11h-01m-30s,74.0,24.0,44.0,58.0,200.0
2025-07-08--11h-01m-30s,73.0,24.0,46.0,57.0,200.0
2025-07-08--11h-01m-30s,86.0,22.0,42.0,50.0,200.0
2025-07-08--11h-01m-30s,74.0,17.0,43.0,66.0,200.0
2025-07-08--11h-01m-30s,78.0,17.0,51.0,54.0,200.0
2025-07-08--11h-01m-30s,84.0,18.0,38.0,60.0,200.0
2025-07-08--11h-01m-30s,76.0,27.0,39.0,58.0,200.0
2025-07-08--11h-01m-30s,81.0,26.0,40.0,53.0,200.0
2025-07-08--11h-01m-30s,85.0,27.0,43.0,45.0,200.0
2025-07-08--11h-01m-30s,89.0,23.0,41.0,47.0,200.0
2025-07-08--11h-01m-30s,71.0,23.0,54.0,52.0,200.0
2025-07-08--11h-01m-30s,79.0,15.0,47.0,59.0,200.0
2025-07-08--11h-01m-30s,89.0,20.0,44.0,47.0,200.0
2025-07-08--11h-01m-30s,74.0,21.0,33.0,72.0,200.0
2025-07-08--11h-01m-30s,83.0,16.0,42.0,59.0,200.0
2025-07-08--11h-01m-30s,72.0,19.0,49.0,60.0,200.0
2025-07-08--11h-01m-30s,93.0,15.0,50.0,42.0,200.0
2025-07-08--11h-01m-30s,77.0,30.0,45.0,48.0,200.0
