theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,power,temperature
0.1308996938995747,0.7853981633974483,2.2770503743364108,3.6366660417731382,0.2622261947897426,-2.3782617565563897,60,10,32.7C
