Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,94015,4329,130444,4540,224459,8869
1,D,58002,48112,64744,56413,122746,104525
2,R,64472,41928,86779,39448,151251,81376
3,V,3582,111255,5482,100286,9064,211541
4,A,39213,69285,65007,55792,104220,125077
5,L,33564,76628,42483,73615,76047,150243
