,Measurement Basis,TT,TR,RT,RR
0,H,12449,66253,15473,54272
1,D,60074,12027,69207,16627
2,R,43348,30373,71200,14767
3,V,56850,14421,76997,9984
4,A,9909,69140,23623,50161
5,L,26557,50967,22465,51051
