detector_a_name,detector_b_name,tomography_setting_t,tomography_setting_r,repetition,coincidences,timestamp
9,12,H,H,0,0,2025-05-30--12h-26m-35s-489975
9,11,H,H,0,0,2025-05-30--12h-26m-35s-489975
9,10,H,H,0,0,2025-05-30--12h-26m-35s-489975
11,12,H,H,0,0,2025-05-30--12h-26m-35s-489975
10,12,H,H,0,0,2025-05-30--12h-26m-35s-489975
10,11,H,H,0,0,2025-05-30--12h-26m-35s-489975
1,9,H,H,0,0,2025-05-30--12h-26m-35s-489975
1,12,H,H,0,0,2025-05-30--12h-26m-35s-489975
1,11,H,H,0,0,2025-05-30--12h-26m-35s-489975
1,10,H,H,0,0,2025-05-30--12h-26m-35s-489975
1,4,H,H,0,0,2025-05-30--12h-26m-35s-489975
1,7,H,H,0,0,2025-05-30--12h-26m-35s-489975
1,2,H,H,0,0,2025-05-30--12h-26m-35s-489975
4,9,H,H,0,0,2025-05-30--12h-26m-35s-489975
4,12,H,H,0,0,2025-05-30--12h-26m-35s-489975
4,11,H,H,0,0,2025-05-30--12h-26m-35s-489975
4,10,H,H,0,0,2025-05-30--12h-26m-35s-489975
4,7,H,H,0,0,2025-05-30--12h-26m-35s-489975
7,9,H,H,0,0,2025-05-30--12h-26m-35s-489975
7,12,H,H,0,0,2025-05-30--12h-26m-35s-489975
7,11,H,H,0,0,2025-05-30--12h-26m-35s-489975
7,10,H,H,0,0,2025-05-30--12h-26m-35s-489975
2,9,H,H,0,0,2025-05-30--12h-26m-35s-489975
2,12,H,H,0,0,2025-05-30--12h-26m-35s-489975
2,11,H,H,0,0,2025-05-30--12h-26m-35s-489975
2,10,H,H,0,0,2025-05-30--12h-26m-35s-489975
2,4,H,H,0,0,2025-05-30--12h-26m-35s-489975
2,7,H,H,0,0,2025-05-30--12h-26m-35s-489975
9,12,H,H,1,0,2025-05-30--12h-26m-35s-518933
9,11,H,H,1,0,2025-05-30--12h-26m-35s-518933
9,10,H,H,1,0,2025-05-30--12h-26m-35s-518933
11,12,H,H,1,0,2025-05-30--12h-26m-35s-518933
10,12,H,H,1,0,2025-05-30--12h-26m-35s-518933
10,11,H,H,1,0,2025-05-30--12h-26m-35s-518933
1,9,H,H,1,0,2025-05-30--12h-26m-35s-518933
1,12,H,H,1,0,2025-05-30--12h-26m-35s-518933
1,11,H,H,1,0,2025-05-30--12h-26m-35s-518933
1,10,H,H,1,0,2025-05-30--12h-26m-35s-518933
1,4,H,H,1,0,2025-05-30--12h-26m-35s-518933
1,7,H,H,1,0,2025-05-30--12h-26m-35s-518933
1,2,H,H,1,0,2025-05-30--12h-26m-35s-518933
4,9,H,H,1,0,2025-05-30--12h-26m-35s-518933
4,12,H,H,1,0,2025-05-30--12h-26m-35s-518933
4,11,H,H,1,0,2025-05-30--12h-26m-35s-518933
4,10,H,H,1,0,2025-05-30--12h-26m-35s-518933
4,7,H,H,1,0,2025-05-30--12h-26m-35s-518933
7,9,H,H,1,0,2025-05-30--12h-26m-35s-518933
7,12,H,H,1,0,2025-05-30--12h-26m-35s-518933
7,11,H,H,1,0,2025-05-30--12h-26m-35s-518933
7,10,H,H,1,0,2025-05-30--12h-26m-35s-518933
2,9,H,H,1,0,2025-05-30--12h-26m-35s-518933
2,12,H,H,1,0,2025-05-30--12h-26m-35s-518933
2,11,H,H,1,0,2025-05-30--12h-26m-35s-518933
2,10,H,H,1,0,2025-05-30--12h-26m-35s-518933
2,4,H,H,1,0,2025-05-30--12h-26m-35s-518933
2,7,H,H,1,0,2025-05-30--12h-26m-35s-518933
