,Measurement Basis,TT,TR,RT,RR
0,H,141454,491,175943,947
1,D,72734,72323,85937,71461
2,R,70996,74460,83433,74235
3,V,314,146236,4080,132383
4,A,69306,74968,86422,71114
5,L,71504,73079,87340,70669
