Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,141454,491,175943,947,317397,1438
1,D,72734,72323,85937,71461,158671,143784
2,R,70996,74460,83433,74235,154429,148695
3,V,314,146236,4080,132383,4394,278619
4,A,69306,74968,86422,71114,155728,146082
5,L,71504,73079,87340,70669,158844,143748
