,Measurement Basis,TT,TR,RT,RR
0,H,89620,8203,123995,8424
1,D,28086,83019,31987,80836
2,R,60567,44903,63564,57164
3,V,6495,108952,7160,98776
4,A,68475,34322,97147,29300
5,L,36956,73067,65136,55523
