Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,64613,11489,74527,10481,139140,21970
1,D,47235,31640,40717,35573,87952,67213
2,R,59771,17894,72146,12466,131917,30360
3,V,9957,74636,13849,54398,23806,129034
4,A,25719,56448,44146,32368,69865,88816
5,L,14758,70017,12377,56286,27135,126303
