,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.3,0,233,0,21075,0,0,0,0,0,240,0,21501,0,0,0,0,4609,3,5,0,1
1,6.7,0,217,0,21049,0,0,0,0,0,226,0,21679,0,0,0,0,4681,3,1,0,1
2,7.1,0,209,0,21126,0,0,0,0,0,227,0,21702,0,0,0,0,4715,5,2,0,1
3,7.5,0,230,0,21086,0,0,0,0,0,228,0,21831,0,0,0,0,4669,0,2,0,1
4,7.9,0,214,0,21105,0,0,0,0,0,246,0,21657,0,0,0,0,4620,3,6,0,1
5,8.3,0,217,0,21424,0,0,0,0,0,220,0,21894,0,0,0,0,4795,1,0,0,1
6,8.7,0,224,0,21373,0,0,0,0,0,216,0,21708,0,0,0,0,4676,1,4,0,1
7,9.1,0,217,0,21009,0,0,0,0,0,217,0,21911,0,0,0,0,4753,3,1,0,1
8,9.5,0,218,0,20885,0,0,0,0,0,197,0,21712,0,0,0,0,4332,3,1,0,1
9,9.9,0,223,0,19993,0,0,0,0,0,216,0,20450,0,0,0,0,2224,1,1,0,1
10,9.95,0,200,0,19932,0,0,0,0,0,219,0,20592,0,0,0,0,1881,3,0,0,1
11,10.0,0,212,0,19547,0,0,0,0,0,223,0,20154,0,0,0,0,1507,2,1,0,1
12,10.05,0,217,0,19552,0,0,0,0,0,221,0,20023,0,0,0,0,1079,1,0,0,1
13,10.1,0,244,0,18954,0,0,0,0,0,220,0,19573,0,0,0,0,713,2,1,0,1
14,10.15,0,214,0,18976,0,0,0,0,0,221,0,19575,0,0,0,0,437,0,1,0,1
15,10.2,0,228,0,18994,0,0,0,0,0,241,0,19383,0,0,0,0,276,0,1,0,1
16,10.25,0,221,0,19057,0,0,0,0,0,216,0,19753,0,0,0,0,139,0,0,0,1
17,10.3,0,198,0,18925,0,0,0,0,0,230,0,19308,0,0,0,0,108,0,1,0,1
18,10.35,0,202,0,18937,0,0,0,0,0,248,0,19656,0,0,0,0,181,1,0,0,1
19,10.4,0,219,0,19111,0,0,0,0,0,229,0,19520,0,0,0,0,316,0,0,0,1
20,10.45,0,203,0,19160,0,0,0,0,0,239,0,19597,0,0,0,0,589,2,2,0,1
21,10.5,0,237,0,19261,0,0,0,0,0,217,0,19653,0,0,0,0,860,0,1,0,1
22,10.55,0,231,0,19119,0,0,0,0,0,214,0,19512,0,0,0,0,1202,1,2,0,1
23,10.6,0,209,0,19358,0,0,0,0,0,231,0,20229,0,0,0,0,1569,0,1,0,1
24,10.65,0,207,0,19659,0,0,0,0,0,246,0,20365,0,0,0,0,2012,3,3,0,1
25,10.7,0,224,0,19798,0,0,0,0,0,249,0,20614,0,0,0,0,2374,0,3,0,1
26,10.75,0,229,0,20153,0,0,0,0,0,211,0,20556,0,0,0,0,2722,4,1,0,1
27,11.1,0,241,0,20911,0,0,0,0,0,244,0,21387,0,0,0,0,4293,0,3,0,1
28,11.5,0,193,0,20953,0,0,0,0,0,236,0,21727,0,0,0,0,4615,6,5,0,1
29,11.9,0,215,0,21144,0,0,0,0,0,213,0,21633,0,0,0,0,4638,5,7,0,1
30,12.3,0,243,0,20890,0,0,0,0,0,206,0,21514,0,0,0,0,4580,4,1,0,1
31,12.7,0,246,0,20957,0,0,0,0,0,237,0,21745,0,0,0,0,4640,2,2,0,1
32,13.1,0,239,0,20953,0,0,0,0,0,216,0,21538,0,0,0,0,4656,3,5,0,1
33,13.5,0,210,0,20770,0,0,0,0,0,257,0,21574,0,0,0,0,4620,3,3,0,1
34,13.9,0,214,0,20842,0,0,0,0,0,216,0,21578,0,0,0,0,4541,4,4,0,1
35,14.3,0,193,0,21025,0,0,0,0,0,233,0,21584,0,0,0,0,4703,1,3,0,1
