,Measurement Basis,TT,TR,RT,RR
0,H,75861,461,87400,1192
1,D,37726,46167,41108,35804
2,R,38989,46307,41026,37061
3,V,250,90350,603,64171
4,A,39782,45538,45044,33746
5,L,38493,46077,43713,34308
