angle,singles,coincidences
0.0,6730.0,1320
10.0,13520.0,2643
20.0,18866.0,3971
30.0,19987.0,4248
40.0,17361.0,3552
50.0,11466.0,2305
60.0,4677.0,859
70.0,528.0,80
80.0,1334.0,203
103.55128913396578,15897.0,3332
104.55128913396578,16301.0,3367
105.55128913396578,16702.0,3439
106.55128913396578,17166.0,3556
107.55128913396578,17587.0,3667
108.55128913396578,18533.0,3838
109.55128913396578,18410.0,3900
110.55128913396578,19008.0,3984
111.55128913396578,19344.0,4103
112.55128913396578,19968.0,4223
113.55128913396578,20357.0,4224
114.55128913396578,20207.0,4176
115.55128913396578,20162.0,4282
116.55128913396578,20582.0,4310
117.55128913396578,20353.0,4321
118.55128913396578,20442.0,4359
119.55128913396578,20388.0,4270
120.55128913396578,20423.0,4323
121.55128913396578,20290.0,4374
122.55128913396578,20409.0,4471
