data_dir,C,SB,DB_V,DB_H,N
2025-07-08--10h-45m-36s,57.0,4.0,127.0,12.0,200.0
2025-07-08--10h-45m-36s,50.0,1.0,147.0,2.0,200.0
2025-07-08--10h-45m-36s,58.0,0.0,137.0,5.0,200.0
2025-07-08--10h-45m-36s,49.0,5.0,142.0,4.0,200.0
2025-07-08--10h-45m-36s,52.0,1.0,144.0,3.0,200.0
2025-07-08--10h-45m-36s,52.0,1.0,144.0,3.0,200.0
2025-07-08--10h-45m-36s,59.0,0.0,140.0,1.0,200.0
2025-07-08--10h-45m-36s,60.0,4.0,132.0,4.0,200.0
2025-07-08--10h-45m-36s,52.0,1.0,144.0,3.0,200.0
2025-07-08--10h-45m-36s,48.0,3.0,142.0,7.0,200.0
2025-07-08--10h-45m-36s,48.0,5.0,142.0,5.0,200.0
2025-07-08--10h-45m-36s,43.0,2.0,152.0,3.0,200.0
2025-07-08--10h-45m-36s,42.0,4.0,153.0,1.0,200.0
2025-07-08--10h-45m-36s,55.0,4.0,139.0,2.0,200.0
2025-07-08--10h-45m-36s,56.0,1.0,139.0,4.0,200.0
2025-07-08--10h-45m-36s,55.0,1.0,140.0,4.0,200.0
2025-07-08--10h-45m-36s,64.0,3.0,128.0,5.0,200.0
2025-07-08--10h-45m-36s,46.0,1.0,150.0,3.0,200.0
2025-07-08--10h-45m-36s,57.0,1.0,135.0,7.0,200.0
2025-07-08--10h-45m-36s,53.0,5.0,139.0,3.0,200.0
2025-07-08--10h-45m-36s,48.0,2.0,146.0,4.0,200.0
2025-07-08--10h-45m-36s,53.0,3.0,139.0,5.0,200.0
2025-07-08--10h-45m-36s,59.0,4.0,135.0,2.0,200.0
2025-07-08--10h-45m-36s,58.0,2.0,139.0,1.0,200.0
2025-07-08--10h-45m-36s,56.0,2.0,137.0,5.0,200.0
2025-07-08--10h-45m-36s,48.0,7.0,141.0,4.0,200.0
2025-07-08--10h-45m-36s,57.0,0.0,138.0,5.0,200.0
2025-07-08--10h-45m-36s,54.0,1.0,140.0,5.0,200.0
2025-07-08--10h-45m-36s,54.0,2.0,139.0,5.0,200.0
2025-07-08--10h-45m-36s,53.0,0.0,142.0,5.0,200.0
2025-07-08--10h-45m-36s,44.0,1.0,148.0,7.0,200.0
2025-07-08--10h-45m-36s,61.0,2.0,131.0,6.0,200.0
2025-07-08--10h-45m-36s,60.0,2.0,134.0,4.0,200.0
2025-07-08--10h-45m-36s,52.0,4.0,139.0,5.0,200.0
2025-07-08--10h-45m-36s,55.0,2.0,141.0,2.0,200.0
2025-07-08--10h-45m-36s,66.0,3.0,127.0,4.0,200.0
2025-07-08--10h-45m-36s,48.0,1.0,145.0,6.0,200.0
2025-07-08--10h-45m-36s,44.0,1.0,152.0,3.0,200.0
2025-07-08--10h-45m-36s,47.0,2.0,145.0,6.0,200.0
2025-07-08--10h-45m-36s,52.0,2.0,145.0,1.0,200.0
2025-07-08--10h-45m-36s,53.0,1.0,143.0,3.0,200.0
2025-07-08--10h-45m-36s,55.0,1.0,139.0,5.0,200.0
2025-07-08--10h-45m-36s,48.0,1.0,147.0,4.0,200.0
2025-07-08--10h-45m-36s,56.0,1.0,140.0,3.0,200.0
2025-07-08--10h-45m-36s,55.0,3.0,140.0,2.0,200.0
2025-07-08--10h-45m-36s,49.0,1.0,144.0,6.0,200.0
2025-07-08--10h-45m-36s,54.0,2.0,136.0,8.0,200.0
2025-07-08--10h-45m-36s,61.0,2.0,134.0,3.0,200.0
2025-07-08--10h-45m-36s,49.0,4.0,143.0,4.0,200.0
2025-07-08--10h-45m-36s,57.0,2.0,137.0,4.0,200.0
2025-07-08--10h-45m-36s,54.0,2.0,139.0,5.0,200.0
2025-07-08--10h-45m-36s,48.0,2.0,146.0,4.0,200.0
2025-07-08--10h-45m-36s,52.0,0.0,143.0,5.0,200.0
2025-07-08--10h-45m-36s,55.0,1.0,138.0,6.0,200.0
2025-07-08--10h-45m-36s,50.0,1.0,142.0,7.0,200.0
2025-07-08--10h-45m-36s,43.0,2.0,145.0,10.0,200.0
2025-07-08--10h-45m-36s,53.0,0.0,143.0,4.0,200.0
2025-07-08--10h-45m-36s,55.0,1.0,140.0,4.0,200.0
2025-07-08--10h-45m-36s,50.0,1.0,146.0,3.0,200.0
2025-07-08--10h-45m-36s,57.0,3.0,135.0,5.0,200.0
2025-07-08--10h-45m-36s,54.0,1.0,144.0,1.0,200.0
