,Measurement Basis,TT,TR,RT,RR
0,H,142964,1007,171533,1457
1,D,70925,74955,81599,71915
2,R,69380,78656,77025,77038
3,V,544,147643,1182,133390
4,A,71501,74342,83136,71200
5,L,73595,72298,85936,68423
