Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,48652,57860,70979,47497,119631,105357
1,D,91755,8274,132043,1250,223798,9524
2,R,25335,87168,65723,54651,91058,141819
3,V,49312,58235,69705,50496,119017,108731
4,A,6602,108374,555,105923,7157,214297
5,L,72380,29819,66417,52146,138797,81965
