,Measurement Basis,TT,TR,RT,RR
0,H,39450,37141,45102,31697
1,D,51566,23254,42900,33786
2,R,66515,5400,86299,1198
3,V,31741,45518,43022,33177
4,A,19266,60834,44379,33282
5,L,4388,78385,568,65269
