Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,39450,37141,45102,31697,84552,68838
1,D,51566,23254,42900,33786,94466,57040
2,R,66515,5400,86299,1198,152814,6598
3,V,31741,45518,43022,33177,74763,78695
4,A,19266,60834,44379,33282,63645,94116
5,L,4388,78385,568,65269,4956,143654
