,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.27,0,107137,0,270,0,0,0,0,0,105272,0,142,0,0,0,0,0,19,2,21273,1
1,6.67,0,107656,0,279,0,0,0,0,0,104984,0,165,0,0,0,0,0,28,7,21048,1
2,7.07,0,107588,0,259,0,0,0,0,0,105657,0,157,0,0,0,0,0,19,2,21271,1
3,7.47,0,107192,0,267,0,0,0,0,0,105230,0,144,0,0,0,0,0,22,2,21316,1
4,7.87,0,107293,0,266,0,0,0,0,0,105199,0,146,0,0,0,0,0,19,2,21042,1
5,8.27,0,107168,0,257,0,0,0,0,0,105239,0,145,0,0,0,0,0,27,4,21158,1
6,8.67,0,108170,0,263,0,0,0,0,0,105946,0,167,0,0,0,0,0,22,2,21683,1
7,9.07,0,107729,0,262,0,0,0,0,0,106472,0,157,0,0,0,0,0,19,4,21463,1
8,9.47,0,105919,0,259,0,0,0,0,0,105477,0,158,0,0,0,0,0,19,6,20433,1
9,9.87,0,102062,0,259,0,0,0,0,0,101542,0,150,0,0,0,0,0,14,5,11776,1
10,9.97,0,100393,0,235,0,0,0,0,0,99252,0,174,0,0,0,0,0,8,1,7842,1
11,10.07,0,98703,0,267,0,0,0,0,0,98271,0,157,0,0,0,0,0,9,1,4536,1
12,10.17,0,96969,0,260,0,0,0,0,0,96884,0,136,0,0,0,0,0,6,0,1879,1
13,10.27,0,96916,0,260,0,0,0,0,0,96109,0,160,0,0,0,0,0,5,0,736,1
14,10.37,0,97459,0,247,0,0,0,0,0,96041,0,143,0,0,0,0,0,5,1,1215,1
15,10.47,0,98696,0,249,0,0,0,0,0,97768,0,156,0,0,0,0,0,8,2,3220,1
16,10.57,0,99678,0,257,0,0,0,0,0,99890,0,155,0,0,0,0,0,9,2,6432,1
17,10.67,0,101192,0,274,0,0,0,0,0,100362,0,145,0,0,0,0,0,23,3,9713,1
18,10.77,0,103276,0,284,0,0,0,0,0,102401,0,161,0,0,0,0,0,15,6,13431,1
19,11.07,0,106209,0,222,0,0,0,0,0,105486,0,140,0,0,0,0,0,22,6,19485,1
20,11.47,0,106968,0,256,0,0,0,0,0,105503,0,141,0,0,0,0,0,23,3,21054,1
21,11.87,0,107264,0,275,0,0,0,0,0,105299,0,154,0,0,0,0,0,14,4,21232,1
22,12.27,0,107560,0,232,0,0,0,0,0,106502,0,143,0,0,0,0,0,18,9,21454,1
23,12.67,0,107253,0,272,0,0,0,0,0,106458,0,155,0,0,0,0,0,27,10,21409,1
24,13.07,0,107345,0,260,0,0,0,0,0,107053,0,161,0,0,0,0,0,23,3,21458,1
25,13.47,0,106966,0,236,0,0,0,0,0,106253,0,170,0,0,0,0,0,20,5,21130,1
26,13.87,0,108159,0,228,0,0,0,0,0,107071,0,162,0,0,0,0,0,21,5,21450,1
27,14.27,0,108021,0,278,0,0,0,0,0,108057,0,154,0,0,0,0,0,27,8,21522,1
