Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,91919,35076,93160,27653,185079,62729
1,D,119778,7531,119530,9818,239308,17349
2,R,59249,69411,87348,34330,146597,103741
3,V,35137,92097,43969,64884,79106,156981
4,A,7120,119639,10401,91517,17521,211156
5,L,68321,59667,41176,67492,109497,127159
