,Measurement Basis,TT,TR,RT,RR
0,H,91919,35076,93160,27653
1,D,119778,7531,119530,9818
2,R,59249,69411,87348,34330
3,V,35137,92097,43969,64884
4,A,7120,119639,10401,91517
5,L,68321,59667,41176,67492
