data_dir,C',HH,SB,VV,N,theta_estimate,delta_phi_estimate,clipped_delta_phi_estimate
2025-07-08--10h-30m-07s,9.0,0.0,0.0,31.0,40.0,2.457511421794464,,1.5707963267948966
2025-07-08--10h-30m-07s,6.0,2.0,1.0,31.0,40.0,2.381830721082478,1.200373784790599,1.200373784790599
2025-07-08--10h-30m-07s,9.0,2.0,1.0,28.0,40.0,2.278380763520252,1.2717812581031218,1.2717812581031218
2025-07-08--10h-30m-07s,13.0,2.0,0.0,25.0,40.0,2.183400474843519,,1.5707963267948966
2025-07-08--10h-30m-07s,8.0,1.0,0.0,31.0,40.0,2.4188584057763776,,1.5707963267948966
2025-07-08--10h-30m-07s,8.0,0.0,1.0,31.0,40.0,2.457511421794464,1.2519650181564412,1.2519650181564412
2025-07-08--10h-30m-07s,8.0,1.0,0.0,31.0,40.0,2.4188584057763776,,1.5707963267948966
2025-07-08--10h-30m-07s,6.0,1.0,0.0,33.0,40.0,2.498091544796509,,1.5707963267948966
2025-07-08--10h-30m-07s,10.0,1.0,0.0,29.0,40.0,2.34619382340565,,1.5707963267948966
2025-07-08--10h-30m-07s,11.0,2.0,0.0,27.0,40.0,2.2459278597319283,,1.5707963267948966
2025-07-08--10h-30m-07s,11.0,1.0,1.0,27.0,40.0,2.278380763520252,1.3038980206770496,1.3038980206770496
2025-07-08--10h-30m-07s,8.0,2.0,1.0,29.0,40.0,2.3117610289979167,1.2519650181564412,1.2519650181564412
2025-07-08--10h-30m-07s,5.0,1.0,0.0,34.0,40.0,2.540998526723742,,1.5707963267948966
2025-07-08--10h-30m-07s,9.0,1.0,0.0,30.0,40.0,2.381830721082478,,1.5707963267948966
2025-07-08--10h-30m-07s,10.0,0.0,0.0,30.0,40.0,2.4188584057763776,,1.5707963267948966
2025-07-08--10h-30m-07s,12.0,0.0,0.0,28.0,40.0,2.34619382340565,,1.5707963267948966
2025-07-08--10h-30m-07s,8.0,0.0,0.0,32.0,40.0,2.498091544796509,,1.5707963267948966
2025-07-08--10h-30m-07s,8.0,2.0,0.0,30.0,40.0,2.34619382340565,,1.5707963267948966
2025-07-08--10h-30m-07s,13.0,0.0,0.0,27.0,40.0,2.3117610289979167,,1.5707963267948966
2025-07-08--10h-30m-07s,9.0,1.0,1.0,29.0,40.0,2.34619382340565,1.2717812581031218,1.2717812581031218
2025-07-08--10h-30m-07s,13.0,0.0,1.0,26.0,40.0,2.278380763520252,1.329159167141939,1.329159167141939
2025-07-08--10h-30m-07s,8.0,1.0,0.0,31.0,40.0,2.4188584057763776,,1.5707963267948966
2025-07-08--10h-30m-07s,12.0,1.0,1.0,26.0,40.0,2.2459278597319283,1.3172147461466335,1.3172147461466335
2025-07-08--10h-30m-07s,7.0,0.0,0.0,33.0,40.0,2.540998526723742,,1.5707963267948966
2025-07-08--10h-30m-07s,7.0,0.0,0.0,33.0,40.0,2.540998526723742,,1.5707963267948966
2025-07-08--10h-30m-07s,16.0,0.0,0.0,24.0,40.0,2.214297435588181,,1.5707963267948966
2025-07-08--10h-30m-07s,8.0,1.0,0.0,31.0,40.0,2.4188584057763776,,1.5707963267948966
2025-07-08--10h-30m-07s,10.0,2.0,0.0,28.0,40.0,2.278380763520252,,1.5707963267948966
2025-07-08--10h-30m-07s,9.0,0.0,0.0,31.0,40.0,2.457511421794464,,1.5707963267948966
2025-07-08--10h-30m-07s,8.0,1.0,0.0,31.0,40.0,2.4188584057763776,,1.5707963267948966
2025-07-08--10h-30m-07s,7.0,2.0,1.0,30.0,40.0,2.34619382340565,1.2285922751034737,1.2285922751034737
2025-07-08--10h-30m-07s,11.0,2.0,0.0,27.0,40.0,2.2459278597319283,,1.5707963267948966
2025-07-08--10h-30m-07s,6.0,2.0,0.0,32.0,40.0,2.4188584057763776,,1.5707963267948966
2025-07-08--10h-30m-07s,5.0,0.0,0.0,35.0,40.0,2.636232143305636,,1.5707963267948966
2025-07-08--10h-30m-07s,11.0,0.0,0.0,29.0,40.0,2.381830721082478,,1.5707963267948966
2025-07-08--10h-30m-07s,6.0,1.0,0.0,33.0,40.0,2.498091544796509,,1.5707963267948966
2025-07-08--10h-30m-07s,6.0,0.0,1.0,33.0,40.0,2.540998526723742,1.200373784790599,1.200373784790599
2025-07-08--10h-30m-07s,9.0,3.0,1.0,27.0,40.0,2.214297435588181,1.2717812581031218,1.2717812581031218
2025-07-08--10h-30m-07s,6.0,3.0,0.0,31.0,40.0,2.34619382340565,,1.5707963267948966
2025-07-08--10h-30m-07s,5.0,2.0,0.0,33.0,40.0,2.457511421794464,,1.5707963267948966
2025-07-08--10h-30m-07s,13.0,2.0,0.0,25.0,40.0,2.183400474843519,,1.5707963267948966
2025-07-08--10h-30m-07s,8.0,0.0,0.0,32.0,40.0,2.498091544796509,,1.5707963267948966
2025-07-08--10h-30m-07s,12.0,1.0,1.0,26.0,40.0,2.2459278597319283,1.3172147461466335,1.3172147461466335
2025-07-08--10h-30m-07s,4.0,0.0,2.0,34.0,40.0,2.5867816206097216,0.9611727343619674,0.9611727343619674
2025-07-08--10h-30m-07s,9.0,1.0,0.0,30.0,40.0,2.381830721082478,,1.5707963267948966
2025-07-08--10h-30m-07s,10.0,1.0,0.0,29.0,40.0,2.34619382340565,,1.5707963267948966
2025-07-08--10h-30m-07s,7.0,0.0,0.0,33.0,40.0,2.540998526723742,,1.5707963267948966
2025-07-08--10h-30m-07s,6.0,1.0,0.0,33.0,40.0,2.498091544796509,,1.5707963267948966
2025-07-08--10h-30m-07s,10.0,1.0,0.0,29.0,40.0,2.34619382340565,,1.5707963267948966
2025-07-08--10h-30m-07s,5.0,1.0,0.0,34.0,40.0,2.540998526723742,,1.5707963267948966
2025-07-08--10h-30m-07s,12.0,0.0,1.0,27.0,40.0,2.3117610289979167,1.3172147461466335,1.3172147461466335
2025-07-08--10h-30m-07s,3.0,0.0,0.0,37.0,40.0,2.7518319207923185,,1.5707963267948966
2025-07-08--10h-30m-07s,9.0,0.0,0.0,31.0,40.0,2.457511421794464,,1.5707963267948966
2025-07-08--10h-30m-07s,8.0,1.0,0.0,31.0,40.0,2.4188584057763776,,1.5707963267948966
2025-07-08--10h-30m-07s,9.0,0.0,0.0,31.0,40.0,2.457511421794464,,1.5707963267948966
2025-07-08--10h-30m-07s,7.0,1.0,0.0,32.0,40.0,2.457511421794464,,1.5707963267948966
2025-07-08--10h-30m-07s,11.0,2.0,0.0,27.0,40.0,2.2459278597319283,,1.5707963267948966
2025-07-08--10h-30m-07s,4.0,0.0,0.0,36.0,40.0,2.6905658417935308,,1.5707963267948966
2025-07-08--10h-30m-07s,5.0,0.0,0.0,35.0,40.0,2.636232143305636,,1.5707963267948966
2025-07-08--10h-30m-07s,8.0,1.0,1.0,30.0,40.0,2.381830721082478,1.2519650181564412,1.2519650181564412
2025-07-08--10h-30m-07s,3.0,1.0,0.0,36.0,40.0,2.636232143305636,,1.5707963267948966
2025-07-08--10h-30m-07s,7.0,0.0,0.0,33.0,40.0,2.540998526723742,,1.5707963267948966
2025-07-08--10h-30m-07s,6.0,2.0,2.0,30.0,40.0,2.34619382340565,1.0567942908988455,1.0567942908988455
2025-07-08--10h-30m-07s,10.0,0.0,1.0,29.0,40.0,2.381830721082478,1.2888950729374034,1.2888950729374034
2025-07-08--10h-30m-07s,10.0,2.0,1.0,27.0,40.0,2.2459278597319283,1.2888950729374034,1.2888950729374034
2025-07-08--10h-30m-07s,3.0,1.0,0.0,36.0,40.0,2.636232143305636,,1.5707963267948966
2025-07-08--10h-30m-07s,5.0,1.0,0.0,34.0,40.0,2.540998526723742,,1.5707963267948966
