angle,singles,coincidences
0.0,6625.0,1343
10.0,13679.0,2738
20.0,18805.0,4021
30.0,20064.0,4367
40.0,17707.0,3806
14.168462968564754,16185.0,3401
15.168462968564754,16515.0,3438
16.168462968564754,17406.0,3579
17.168462968564754,17651.0,3638
18.168462968564754,18037.0,3764
19.168462968564754,18604.0,3839
20.168462968564754,19140.0,3978
21.168462968564754,19298.0,4048
22.168462968564754,19380.0,4110
23.168462968564754,19544.0,4030
24.168462968564754,20117.0,4285
25.168462968564754,20205.0,4258
26.168462968564754,20150.0,4254
27.168462968564754,20220.0,4230
28.168462968564754,20234.0,4371
29.168462968564754,20405.0,4301
30.168462968564754,20274.0,4280
31.168462968564754,20082.0,4243
32.168462968564754,20180.0,4370
33.168462968564754,19834.0,4115
