,Measurement Basis,TT,TR,RT,RR
0,H,55408,20388,62379,18599
1,D,27108,53644,15546,53148
2,R,65852,8735,68679,14696
3,V,17373,65644,22786,48093
4,A,45078,33049,69880,13512
5,L,6785,77892,16329,53718
