,Measurement Basis,TT,TR,RT,RR
0,H,87131,895,87021,1397
1,D,44101,46997,41596,36849
2,R,44860,46375,41239,37011
3,V,543,89304,997,64743
4,A,44695,45675,44257,34296
5,L,44904,46302,43299,34969
