,Measurement Basis,TT,TR,RT,RR
0,H,83347,17396,117657,15157
1,D,80312,22146,90202,35137
2,R,64051,40775,101818,26880
3,V,14773,98877,21833,88091
4,A,17357,96168,40349,76034
5,L,33506,76939,27852,85013
