,Measurement Basis,TT,TR,RT,RR
0,H,45159,106175,56788,92820
1,D,74898,75891,54725,96727
2,R,141385,6551,162300,11361
3,V,102107,46986,120825,44293
4,A,72179,77549,126073,39680
5,L,6109,145962,21315,124623
