Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,45159,106175,56788,92820,101947,198995
1,D,74898,75891,54725,96727,129623,172618
2,R,141385,6551,162300,11361,303685,17912
3,V,102107,46986,120825,44293,222932,91279
4,A,72179,77549,126073,39680,198252,117229
5,L,6109,145962,21315,124623,27424,270585
