data_dir,C,SB,DB_V,DB_H,N
2025-06-19--18h-06m-05s,8.0,39.0,5.0,108.0,160.0
2025-06-19--18h-06m-05s,4.0,39.0,7.0,110.0,160.0
2025-06-19--18h-06m-05s,4.0,32.0,2.0,122.0,160.0
2025-06-19--18h-06m-05s,2.0,42.0,2.0,114.0,160.0
2025-06-19--18h-06m-05s,1.0,31.0,3.0,125.0,160.0
2025-06-19--18h-06m-05s,2.0,37.0,2.0,119.0,160.0
2025-06-19--18h-06m-05s,1.0,29.0,1.0,129.0,160.0
2025-06-19--18h-06m-05s,5.0,32.0,4.0,119.0,160.0
2025-06-19--18h-06m-05s,5.0,38.0,0.0,117.0,160.0
2025-06-19--18h-06m-05s,6.0,49.0,4.0,101.0,160.0
2025-06-19--18h-06m-05s,3.0,36.0,2.0,119.0,160.0
2025-06-19--18h-06m-05s,2.0,39.0,4.0,115.0,160.0
2025-06-19--18h-06m-05s,4.0,42.0,6.0,108.0,160.0
2025-06-19--18h-06m-05s,4.0,35.0,1.0,120.0,160.0
2025-06-19--18h-06m-05s,5.0,34.0,3.0,118.0,160.0
2025-06-19--18h-06m-05s,2.0,34.0,1.0,123.0,160.0
2025-06-19--18h-06m-05s,2.0,40.0,7.0,111.0,160.0
2025-06-19--18h-06m-05s,3.0,35.0,3.0,119.0,160.0
2025-06-19--18h-06m-05s,3.0,39.0,5.0,113.0,160.0
2025-06-19--18h-06m-05s,1.0,36.0,4.0,119.0,160.0
2025-06-19--18h-06m-05s,5.0,35.0,2.0,118.0,160.0
2025-06-19--18h-06m-05s,4.0,44.0,1.0,111.0,160.0
2025-06-19--18h-06m-05s,1.0,36.0,2.0,121.0,160.0
2025-06-19--18h-06m-05s,3.0,35.0,3.0,119.0,160.0
2025-06-19--18h-06m-05s,4.0,49.0,5.0,102.0,160.0
2025-06-19--18h-06m-05s,3.0,44.0,2.0,111.0,160.0
2025-06-19--18h-06m-05s,0.0,29.0,1.0,130.0,160.0
2025-06-19--18h-06m-05s,4.0,34.0,5.0,117.0,160.0
2025-06-19--18h-06m-05s,3.0,35.0,1.0,121.0,160.0
2025-06-19--18h-06m-05s,3.0,31.0,4.0,122.0,160.0
2025-06-19--18h-06m-05s,5.0,36.0,3.0,116.0,160.0
2025-06-19--18h-06m-05s,2.0,30.0,1.0,127.0,160.0
2025-06-19--18h-06m-05s,1.0,35.0,4.0,120.0,160.0
2025-06-19--18h-06m-05s,4.0,43.0,3.0,110.0,160.0
2025-06-19--18h-06m-05s,3.0,36.0,2.0,119.0,160.0
2025-06-19--18h-06m-05s,1.0,41.0,3.0,115.0,160.0
2025-06-19--18h-06m-05s,4.0,37.0,2.0,117.0,160.0
2025-06-19--18h-06m-05s,3.0,35.0,3.0,119.0,160.0
2025-06-19--18h-06m-05s,5.0,41.0,3.0,111.0,160.0
2025-06-19--18h-06m-05s,6.0,42.0,5.0,107.0,160.0
2025-06-19--18h-06m-05s,1.0,35.0,2.0,122.0,160.0
2025-06-19--18h-06m-05s,4.0,44.0,5.0,107.0,160.0
2025-06-19--18h-06m-05s,5.0,36.0,3.0,116.0,160.0
2025-06-19--18h-06m-05s,2.0,41.0,1.0,116.0,160.0
2025-06-19--18h-06m-05s,2.0,33.0,1.0,124.0,160.0
2025-06-19--18h-06m-05s,2.0,34.0,4.0,120.0,160.0
2025-06-19--18h-06m-05s,1.0,42.0,5.0,112.0,160.0
2025-06-19--18h-06m-05s,1.0,35.0,3.0,121.0,160.0
2025-06-19--18h-06m-05s,3.0,36.0,6.0,115.0,160.0
2025-06-19--18h-06m-05s,4.0,41.0,4.0,111.0,160.0
2025-06-19--18h-06m-05s,4.0,33.0,3.0,120.0,160.0
2025-06-19--18h-06m-05s,4.0,39.0,4.0,113.0,160.0
