angle,singles,coincidences
0.0,10481,1114
9.0,10347,1315
18.0,10121,1631
27.0,10369,1784
36.0,10364,1786
45.0,10154,1594
54.0,10175,1430
63.0,10362,1109
72.0,10107,962
81.0,10197,885
90.0,10112,1000
99.0,10375,1358
108.0,10268,1611
117.0,10123,1735
126.0,10387,1754
135.0,10194,1589
144.0,10155,1336
153.0,10366,1091
162.0,10203,859
171.0,10210,910
180.0,10015,1029
