,Measurement Basis,TT,TR,RT,RR
0,H,95900,16555,112664,16015
1,D,45594,66603,31626,79812
2,R,93863,19625,92565,31176
3,V,16220,94264,16786,90003
4,A,66225,45524,94550,29112
5,L,19173,92003,33073,78715
