Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,95900,16555,112664,16015,208564,32570
1,D,45594,66603,31626,79812,77220,146415
2,R,93863,19625,92565,31176,186428,50801
3,V,16220,94264,16786,90003,33006,184267
4,A,66225,45524,94550,29112,160775,74636
5,L,19173,92003,33073,78715,52246,170718
