Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,38778,38546,46587,30939,85365,69485
1,D,70848,2272,87662,1803,158510,4075
2,R,26392,53793,54255,27103,80647,80896
3,V,33709,45257,47560,31147,81269,76404
4,A,1709,82018,1523,65351,3232,147369
5,L,46327,31219,35492,40686,81819,71905
