,Measurement Basis,TT,TR,RT,RR
0,H,96246,433,134537,1090
1,D,49288,57610,64828,56063
2,R,48482,59124,62695,58127
3,V,252,115803,732,104475
4,A,47437,59643,65013,55904
5,L,48650,58321,65060,55197
