Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,81644,17983,117142,14430,198786,32413
1,D,79337,23666,111919,19047,191256,42713
2,R,30830,80841,62022,59819,92852,140660
3,V,14844,98721,22765,87236,37609,185957
4,A,19280,94889,20140,92164,39420,187053
5,L,67067,37456,67681,53259,134748,90715
