Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,596,147769,974,124372,1570,272141
1,D,73944,76094,87142,63610,161086,139704
2,R,76538,74072,92254,60806,168792,134878
3,V,148662,1031,168021,1661,316683,2692
4,A,74718,74409,85724,63783,160442,138192
5,L,72663,76649,85917,64347,158580,140996
