theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,power,temperature
0.7853981633974483,0.1308996938995747,13.52503267170461,22.05558247447343,-14.804527117394205,-21.184286174912547,90,10,32.7C
